"dest","total_arrivals","total_arriving_passengers","year","month"
"PNE",2,0,2019,11
"PNE",1,7,2019,12
"PNS",928,60223,2018,1
"PNS",841,62323,2018,2
"PNS",1024,79339,2018,3
"PNS",1110,77379,2018,4
"PNS",1178,89905,2018,5
"PNS",1203,98253,2018,6
"PNS",1239,100475,2018,7
"PNS",1202,90830,2018,8
"PNS",1080,77404,2018,9
"PNS",1082,86127,2018,10
"PNS",1046,82185,2018,11
"PNS",1087,78651,2018,12
"PNS",1033,71205,2019,1
"PNS",939,70128,2019,2
"PNS",1198,96265,2019,3
"PNS",1159,92688,2019,4
"PNS",1293,102827,2019,5
"PNS",1357,108729,2019,6
"PNS",1418,111974,2019,7
"PNS",1368,102330,2019,8
"PNS",1215,89315,2019,9
"PNS",1230,95679,2019,10
"PNS",1160,81327,2019,11
"PNS",1209,87607,2019,12
"PNX",1,0,2018,9
"POB",8,641,2018,8
"POB",3,259,2018,9
"POB",2,173,2018,11
"POB",2,0,2018,12
"POB",1,0,2019,2
"POB",1,92,2019,3
"POB",1,0,2019,6
"POB",3,328,2019,7
"POF",1,1,2018,8
"POU",1,2,2018,5
"POU",1,2,2018,8
"POU",1,2,2018,9
"POU",1,4,2018,11
"POU",1,1,2019,10
"POY",1,6,2018,7
"PPC",7,14,2018,1
"PPC",20,10,2018,2
"PPC",2,0,2018,3
"PPC",1,6,2018,4
"PPC",12,46,2018,5
"PPC",11,41,2018,6
"PPC",19,46,2018,7
"PPC",20,36,2018,8
"PPC",3,27,2018,9
"PPC",31,55,2018,10
"PPC",11,16,2018,11
"PPC",10,36,2018,12
"PPC",12,43,2019,1
"PPC",8,7,2019,2
"PPC",5,53,2019,3
"PPC",20,64,2019,4
"PPC",12,43,2019,5
"PPC",13,56,2019,6
"PPC",18,101,2019,7
"PPC",25,97,2019,8
"PPC",2,35,2019,9
"PPC",10,74,2019,10
"PPC",9,36,2019,11
"PPC",6,51,2019,12
"PPG",32,2398,2018,1
"PPG",28,1848,2018,2
"PPG",37,2205,2018,3
"PPG",32,1809,2018,4
"PPG",37,2447,2018,5
"PPG",39,3105,2018,6
"PPG",39,2932,2018,7
"PPG",40,3346,2018,8
"PPG",31,2196,2018,9
"PPG",34,2159,2018,10
"PPG",35,2160,2018,11
"PPG",39,2684,2018,12
"PPG",36,2224,2019,1
"PPG",29,1867,2019,2
"PPG",41,2198,2019,3
"PPG",33,2332,2019,4
"PPG",41,2438,2019,5
"PPG",38,2725,2019,6
"PPG",46,3433,2019,7
"PPG",40,3240,2019,8
"PPG",33,2306,2019,9
"PPG",42,2410,2019,10
"PPG",36,2161,2019,11
"PPG",32,2555,2019,12
"PPV",7,3,2018,1
"PPV",9,11,2018,2
"PPV",12,16,2018,3
"PPV",10,14,2018,4
"PPV",8,17,2018,6
"PPV",10,9,2018,7
"PPV",8,10,2018,8
"PPV",12,2,2018,9
"PPV",11,2,2018,10
"PPV",6,5,2018,11
"PPV",9,8,2018,12
"PPV",9,7,2019,1
"PPV",9,9,2019,2
"PPV",13,10,2019,3
"PPV",12,6,2019,4
"PPV",9,7,2019,5
"PPV",9,3,2019,6
"PPV",11,8,2019,7
"PPV",9,7,2019,8
"PPV",8,5,2019,9
"PPV",9,7,2019,10
"PPV",6,6,2019,11
"PPV",6,0,2019,12
"PQI",105,702,2018,1
"PQI",113,821,2018,2
"PQI",120,881,2018,3
"PQI",119,1093,2018,4
"PQI",119,1134,2018,5
"PQI",44,0,2018,6
"PQI",88,1187,2018,7
"PQI",100,1223,2018,8
"PQI",91,859,2018,9
"PQI",104,926,2018,10
"PQI",100,863,2018,11
"PQI",111,997,2018,12
"PQI",96,774,2019,1
"PQI",91,891,2019,2
"PQI",85,503,2019,3
"PQI",98,1117,2019,4
"PQI",106,1318,2019,5
"PQI",88,1200,2019,6
"PQI",92,1651,2019,7
"PQI",92,1509,2019,8
"PQI",88,994,2019,9
"PQI",97,1082,2019,10
"PQI",93,889,2019,11
"PQI",102,1125,2019,12
"PQS",169,418,2018,1
"PQS",154,383,2018,2
"PQS",124,314,2018,3
"PQS",173,388,2018,4
"PQS",188,480,2018,5
"PQS",183,411,2018,6
"PQS",166,373,2018,7
"PQS",180,369,2018,8
"PQS",148,266,2018,9
"PQS",205,494,2018,10
"PQS",138,349,2018,11
"PQS",178,316,2018,12
"PQS",129,292,2019,1
"PQS",82,164,2019,2
"PQS",179,325,2019,3
"PQS",225,500,2019,4
"PQS",180,438,2019,5
"PQS",184,429,2019,6
"PQS",177,353,2019,7
"PQS",171,347,2019,8
"PQS",164,413,2019,9
"PQS",179,409,2019,10
"PQS",136,289,2019,11
"PQS",182,337,2019,12
"PRB",2,0,2018,3
"PRB",1,7,2018,5
"PRB",2,4,2018,7
"PRB",1,4,2018,8
"PRB",2,4,2018,9
"PRB",1,0,2018,10
"PRB",2,16,2019,5
"PRB",2,0,2019,10
"PRB",9,0,2019,11
"PRC",59,407,2018,1
"PRC",59,408,2018,2
"PRC",48,401,2018,3
"PRC",1,0,2018,6
"PRC",6,202,2018,8
"PRC",56,1596,2018,9
"PRC",58,2248,2018,10
"PRC",56,2231,2018,11
"PRC",61,2487,2018,12
"PRC",62,2061,2019,1
"PRC",51,1618,2019,2
"PRC",62,2372,2019,3
"PRC",60,2323,2019,4
"PRC",62,2578,2019,5
"PRC",59,2461,2019,6
"PRC",61,2415,2019,7
"PRC",62,2379,2019,8
"PRC",60,2357,2019,9
"PRC",63,2454,2019,10
"PRC",62,2266,2019,11
"PRC",67,2543,2019,12
"PSC",546,27815,2018,1
"PSC",481,25080,2018,2
"PSC",577,30462,2018,3
"PSC",560,31116,2018,4
"PSC",583,32417,2018,5
"PSC",619,34839,2018,6
"PSC",650,37195,2018,7
"PSC",611,36602,2018,8
"PSC",563,31749,2018,9
"PSC",565,32892,2018,10
"PSC",586,33029,2018,11
"PSC",623,36681,2018,12
"PSC",576,33274,2019,1
"PSC",514,28724,2019,2
"PSC",637,35953,2019,3
"PSC",650,35227,2019,4
"PSC",676,37302,2019,5
"PSC",685,39214,2019,6
"PSC",721,40931,2019,7
"PSC",709,39528,2019,8
"PSC",663,34595,2019,9
"PSC",707,36339,2019,10
"PSC",646,33882,2019,11
"PSC",691,39193,2019,12
"PSE",70,9544,2018,1
"PSE",57,7677,2018,2
"PSE",64,8317,2018,3
"PSE",61,7562,2018,4
"PSE",62,6270,2018,5
"PSE",76,8581,2018,6
"PSE",93,11374,2018,7
"PSE",72,9112,2018,8
"PSE",54,5106,2018,9
"PSE",50,5368,2018,10
"PSE",60,7740,2018,11
"PSE",75,9582,2018,12
"PSE",62,7728,2019,1
"PSE",53,6896,2019,2
"PSE",61,8010,2019,3
"PSE",58,7379,2019,4
"PSE",80,9992,2019,5
"PSE",78,10249,2019,6
"PSE",91,11265,2019,7
"PSE",74,9014,2019,8
"PSE",50,6172,2019,9
"PSE",53,6764,2019,10
"PSE",70,8998,2019,11
"PSE",85,12342,2019,12
"PSF",1,6,2018,1
"PSF",1,3,2018,8
"PSF",1,1,2019,1
"PSF",1,1,2019,4
"PSF",1,2,2019,6
"PSF",1,5,2019,8
"PSG",92,3074,2018,1
"PSG",90,2980,2018,2
"PSG",96,3795,2018,3
"PSG",99,4192,2018,4
"PSG",134,5293,2018,5
"PSG",146,5751,2018,6
"PSG",158,5913,2018,7
"PSG",163,6102,2018,8
"PSG",158,4942,2018,9
"PSG",151,4271,2018,10
"PSG",141,4068,2018,11
"PSG",135,4208,2018,12
"PSG",92,3601,2019,1
"PSG",95,3358,2019,2
"PSG",111,4021,2019,3
"PSG",63,4375,2019,4
"PSG",107,5091,2019,5
"PSG",100,5883,2019,6
"PSG",116,5908,2019,7
"PSG",122,5742,2019,8
"PSG",109,4741,2019,9
"PSG",103,4406,2019,10
"PSG",95,3730,2019,11
"PSG",104,4254,2019,12
"PSK",2,0,2018,10
"PSK",1,0,2018,11
"PSK",1,0,2019,1
"PSK",1,0,2019,2
"PSK",1,0,2019,3
"PSK",9,0,2019,6
"PSK",3,0,2019,7
"PSK",10,0,2019,10
"PSK",8,0,2019,11
"PSK",1,0,2019,12
"PSM",16,2234,2018,1
"PSM",31,3597,2018,2
"PSM",39,5539,2018,3
"PSM",43,5753,2018,4
"PSM",24,2798,2018,5
"PSM",25,3143,2018,6
"PSM",35,4374,2018,7
"PSM",31,4229,2018,8
"PSM",17,1641,2018,9
"PSM",24,2712,2018,10
"PSM",25,3145,2018,11
"PSM",35,4293,2018,12
"PSM",32,4242,2019,1
"PSM",46,5936,2019,2
"PSM",61,9685,2019,3
"PSM",63,9366,2019,4
"PSM",33,5362,2019,5
"PSM",49,6434,2019,6
"PSM",44,5821,2019,7
"PSM",35,4780,2019,8
"PSM",13,1445,2019,9
"PSM",21,2257,2019,10
"PSM",32,2922,2019,11
"PSM",35,3508,2019,12
"PSP",1084,93953,2018,1
"PSP",1071,109136,2018,2
"PSP",1324,134110,2018,3
"PSP",1176,99702,2018,4
"PSP",854,72206,2018,5
"PSP",578,41169,2018,6
"PSP",572,39403,2018,7
"PSP",582,39969,2018,8
"PSP",625,47723,2018,9
"PSP",927,75469,2018,10
"PSP",1130,96702,2018,11
"PSP",1182,105386,2018,12
"PSP",1354,111553,2019,1
"PSP",1387,125275,2019,2
"PSP",1698,165646,2019,3
"PSP",1460,122530,2019,4
"PSP",994,83998,2019,5
"PSP",674,45933,2019,6
"PSP",653,44322,2019,7
"PSP",646,45588,2019,8
"PSP",675,49309,2019,9
"PSP",942,80855,2019,10
"PSP",1131,94405,2019,11
"PSP",1231,105975,2019,12
"PTA",21,7,2018,1
"PTA",25,7,2018,2
"PTA",17,3,2018,3
"PTA",17,5,2018,4
"PTA",27,4,2018,5
"PTA",29,15,2018,6
"PTA",20,7,2018,7
"PTA",20,3,2018,8
"PTA",20,2,2018,9
"PTA",17,2,2018,10
"PTA",27,36,2018,11
"PTA",13,6,2018,12
"PTA",31,85,2019,1
"PTA",22,12,2019,2
"PTA",21,13,2019,3
"PTA",22,16,2019,4
"PTA",28,16,2019,5
"PTA",21,9,2019,6
"PTA",29,10,2019,7
"PTA",22,10,2019,8
"PTA",26,6,2019,9
"PTA",28,37,2019,10
"PTA",25,26,2019,11
"PTA",18,1,2019,12
"PTD",4,3,2018,1
"PTD",8,8,2018,2
"PTD",7,6,2018,3
"PTD",10,23,2018,4
"PTD",12,10,2018,5
"PTD",9,19,2018,6
"PTD",11,16,2018,7
"PTD",4,5,2018,8
"PTD",9,12,2018,9
"PTD",7,4,2018,10
"PTD",6,9,2018,11
"PTD",3,3,2018,12
"PTD",7,7,2019,1
"PTD",5,11,2019,2
"PTD",8,10,2019,3
"PTD",5,3,2019,4
"PTD",9,19,2019,5
"PTD",9,12,2019,6
"PTD",8,15,2019,7
"PTD",9,11,2019,8
"PTH",24,27,2018,1
"PTH",16,14,2018,2
"PTH",29,31,2018,3
"PTH",35,37,2018,4
"PTH",34,78,2018,5
"PTH",36,65,2018,6
"PTH",32,51,2018,7
"PTH",30,39,2018,8
"PTH",32,51,2018,9
"PTH",34,59,2018,10
"PTH",25,43,2018,11
"PTH",20,12,2018,12
"PTH",32,25,2019,1
"PTH",20,8,2019,2
"PTH",36,46,2019,3
"PTH",36,47,2019,4
"PTH",40,46,2019,5
"PTH",46,85,2019,6
"PTH",42,112,2019,7
"PTH",47,101,2019,8
"PTH",33,64,2019,9
"PTH",39,78,2019,10
"PTH",33,35,2019,11
"PTH",28,48,2019,12
"PTK",36,458,2018,1
"PTK",45,363,2018,2
"PTK",35,355,2018,3
"PTK",37,625,2018,4
"PTK",21,178,2018,5
"PTK",20,164,2018,6
"PTK",13,140,2018,7
"PTK",23,239,2018,8
"PTK",36,206,2018,9
"PTK",36,276,2018,10
"PTK",38,441,2018,11
"PTK",29,314,2018,12
"PTK",24,219,2019,1
"PTK",44,452,2019,2
"PTK",47,388,2019,3
"PTK",26,787,2019,4
"PTK",19,139,2019,5
"PTK",29,189,2019,6
"PTK",13,60,2019,7
"PTK",18,242,2019,8
"PTK",29,194,2019,9
"PTK",25,115,2019,10
"PTK",32,136,2019,11
"PTK",17,267,2019,12
"PTU",25,56,2018,1
"PTU",20,43,2018,2
"PTU",35,51,2018,3
"PTU",36,49,2018,4
"PTU",48,60,2018,5
"PTU",55,50,2018,6
"PTU",70,45,2018,7
"PTU",57,75,2018,8
"PTU",54,87,2018,9
"PTU",61,86,2018,10
"PTU",18,33,2018,11
"PTU",32,48,2018,12
"PTU",22,31,2019,1
"PTU",16,21,2019,2
"PTU",43,71,2019,3
"PTU",71,131,2019,4
"PTU",55,77,2019,5
"PTU",21,41,2019,6
"PTU",34,39,2019,7
"PTU",50,64,2019,8
"PTU",41,46,2019,9
"PTU",46,69,2019,10
"PTU",18,23,2019,11
"PTU",20,20,2019,12
"PTV",1,0,2018,1
"PUB",55,484,2018,1
"PUB",67,722,2018,2
"PUB",81,885,2018,3
"PUB",77,1101,2018,4
"PUB",85,1593,2018,5
"PUB",83,1785,2018,6
"PUB",81,1437,2018,7
"PUB",87,2184,2018,8
"PUB",76,1020,2018,9
"PUB",83,1590,2018,10
"PUB",82,1509,2018,11
"PUB",73,1366,2018,12
"PUB",80,1012,2019,1
"PUB",67,1266,2019,2
"PUB",73,1259,2019,3
"PUB",77,1174,2019,4
"PUB",83,1473,2019,5
"PUB",78,2157,2019,6
"PUB",85,2004,2019,7
"PUB",84,1814,2019,8
"PUB",77,1472,2019,9
"PUB",82,1775,2019,10
"PUB",77,1642,2019,11
"PUB",80,1864,2019,12
"PUL",2,2,2018,3
"PUL",2,2,2018,6
"PUL",5,9,2018,10
"PUL",3,9,2019,5
"PUL",1,3,2019,6
"PUL",2,0,2019,7
"PUL",3,5,2019,8
"PUL",2,6,2019,9
"PUL",2,7,2019,12
"PUO",1,0,2019,8
"PUW",109,5473,2018,1
"PUW",94,4774,2018,2
"PUW",121,6382,2018,3
"PUW",116,5840,2018,4
"PUW",108,4936,2018,5
"PUW",85,4525,2018,6
"PUW",89,4285,2018,7
"PUW",88,5074,2018,8
"PUW",104,5956,2018,9
"PUW",111,6955,2018,10
"PUW",115,6865,2018,11
"PUW",105,5486,2018,12
"PUW",105,5874,2019,1
"PUW",80,4565,2019,2
"PUW",116,6892,2019,3
"PUW",118,6885,2019,4
"PUW",125,6147,2019,5
"PUW",119,6137,2019,6
"PUW",123,6033,2019,7
"PUW",122,6893,2019,8
"PUW",26,1107,2019,9
"PUW",85,4603,2019,10
"PUW",142,7377,2019,11
"PUW",136,7070,2019,12
"PVC",84,174,2018,1
"PVC",68,221,2018,2
"PVC",80,291,2018,3
"PVC",81,378,2018,4
"PVC",169,782,2018,5
"PVC",233,1163,2018,6
"PVC",326,1718,2018,7
"PVC",348,2018,2018,8
"PVC",236,932,2018,9
"PVC",193,771,2018,10
"PVC",77,326,2018,11
"PVC",91,412,2018,12
"PVC",77,183,2019,1
"PVC",74,226,2019,2
"PVC",45,153,2019,3
"PVC",33,112,2019,4
"PVC",164,802,2019,5
"PVC",272,1319,2019,6
"PVC",416,2045,2019,7
"PVC",438,2413,2019,8
"PVC",289,1112,2019,9
"PVC",177,792,2019,10
"PVC",103,423,2019,11
"PVC",85,400,2019,12
"PVD",1715,137571,2018,1
"PVD",1638,137634,2018,2
"PVD",1745,170571,2018,3
"PVD",2056,189174,2018,4
"PVD",2040,189156,2018,5
"PVD",1982,181564,2018,6
"PVD",1951,188536,2018,7
"PVD",1868,184925,2018,8
"PVD",1742,154572,2018,9
"PVD",1907,175081,2018,10
"PVD",1789,169625,2018,11
"PVD",1744,148413,2018,12
"PVD",1507,127376,2019,1
"PVD",1405,125311,2019,2
"PVD",1709,167870,2019,3
"PVD",1761,167147,2019,4
"PVD",1875,175711,2019,5
"PVD",1830,170171,2019,6
"PVD",1904,179069,2019,7
"PVD",1900,180745,2019,8
"PVD",1795,155102,2019,9
"PVD",1935,176154,2019,10
"PVD",1801,160970,2019,11
"PVD",1777,159175,2019,12
"PVU",48,5535,2018,1
"PVU",39,5025,2018,2
"PVU",52,7138,2018,3
"PVU",42,5581,2018,4
"PVU",52,7398,2018,5
"PVU",49,6682,2018,6
"PVU",49,7372,2018,7
"PVU",49,6925,2018,8
"PVU",46,6658,2018,9
"PVU",50,6919,2018,10
"PVU",53,7483,2018,11
"PVU",52,7141,2018,12
"PVU",47,6660,2019,1
"PVU",48,6629,2019,2
"PVU",62,8765,2019,3
"PVU",56,8630,2019,4
"PVU",69,10022,2019,5
"PVU",62,9625,2019,6
"PVU",67,10055,2019,7
"PVU",68,9813,2019,8
"PVU",72,9610,2019,9
"PVU",70,10086,2019,10
"PVU",67,9202,2019,11
"PVU",69,9356,2019,12
"PVW",1,0,2018,10
"PVY",1,4,2018,4
"PVY",1,0,2018,5
"PWA",1,4,2018,6
"PWA",1,4,2019,4
"PWA",1,16,2019,10
"PWK",3,7,2018,2
"PWK",6,25,2018,3
"PWK",3,15,2018,4
"PWK",4,4,2018,5
"PWK",5,22,2018,7
"PWK",7,13,2018,8
"PWK",9,38,2018,9
"PWK",2,2,2018,10
"PWK",3,5,2018,11
"PWK",1,2,2018,12
"PWK",1,2,2019,1
"PWK",2,8,2019,2
"PWK",5,13,2019,3
"PWK",5,26,2019,4
"PWK",6,19,2019,5
"PWK",4,10,2019,6
"PWK",4,10,2019,7
"PWK",5,15,2019,8
"PWK",5,15,2019,9
"PWK",4,2,2019,10
"PWK",5,16,2019,11
"PWM",954,51521,2018,1
"PWM",894,53675,2018,2
"PWM",990,65832,2018,3
"PWM",1248,75356,2018,4
"PWM",1362,88108,2018,5
"PWM",1521,108705,2018,6
"PWM",1608,123653,2018,7
"PWM",1667,124781,2018,8
"PWM",1557,104938,2018,9
"PWM",1573,105619,2018,10
"PWM",1298,81686,2018,11
"PWM",1238,74967,2018,12
"PWM",1056,60359,2019,1
"PWM",986,62577,2019,2
"PWM",1145,78342,2019,3
"PWM",1209,79841,2019,4
"PWM",1274,90905,2019,5
"PWM",1411,108279,2019,6
"PWM",1507,120680,2019,7
"PWM",1595,123143,2019,8
"PWM",1509,105787,2019,9
"PWM",1547,100411,2019,10
"PWM",1312,75320,2019,11
"PWM",1228,75526,2019,12
"PWT",1,0,2018,7
"PWT",1,5,2018,8
"PYM",1,3,2018,6
"PYM",2,16,2018,7
"PYM",1,8,2018,8
"PYM",1,5,2018,9
"PYM",1,3,2018,10
"PYM",1,6,2019,5
"PYM",1,6,2019,8
"PYM",3,9,2019,9
"PYM",1,2,2019,10
"QCX",1,10,2018,8
"QMA",1,0,2018,1
"QMA",6,1,2018,2
"QMA",8,0,2018,3
"QMA",4,0,2018,4
"QMA",9,33,2018,5
"QMA",3,1,2018,6
"QMA",5,0,2018,8
"QMA",6,0,2018,9
"QMA",3,0,2018,12
"QMA",2,8,2019,2
"QMA",1,0,2019,3
"QMA",3,21,2019,4
"QMA",3,23,2019,5
"QMA",1,0,2019,6
"QMA",6,0,2019,9
"QMA",1,0,2019,11
"QMA",1,0,2019,12
"QMN",2,7,2019,10
"QNY",1,0,2019,7
"QNY",1,6,2019,8
"QQB",1,0,2018,3
"QQB",1,1,2018,6
"QQB",1,0,2018,7
"QQB",1,0,2019,6
"QQB",1,2,2019,7
"QQB",3,9,2019,8
"QQB",1,0,2019,9
"QQB",1,0,2019,10
"QQN",6,0,2018,1
"QQN",5,0,2019,1
"QQT",1,1,2018,5
"QQY",1,0,2018,2
"QQY",1,0,2018,3
"QQY",1,0,2018,4
"QQY",1,0,2018,5
"QQY",1,0,2018,8
"QQY",1,0,2019,9
"RAC",1,0,2018,8
"RAC",1,0,2018,9
"RAC",1,0,2019,7
"RAP",356,15890,2018,1
"RAP",318,15455,2018,2
"RAP",404,19074,2018,3
"RAP",424,19660,2018,4
"RAP",503,26519,2018,5
"RAP",655,35631,2018,6
"RAP",726,38297,2018,7
"RAP",692,35812,2018,8
"RAP",605,32140,2018,9
"RAP",543,26586,2018,10
"RAP",431,22536,2018,11
"RAP",426,21619,2018,12
"RAP",380,17791,2019,1
"RAP",335,17142,2019,2
"RAP",389,20534,2019,3
"RAP",418,21569,2019,4
"RAP",529,29801,2019,5
"RAP",747,41917,2019,6
"RAP",828,44541,2019,7
"RAP",784,41093,2019,8
"RAP",678,37086,2019,9
"RAP",614,28139,2019,10
"RAP",452,21683,2019,11
"RAP",512,26111,2019,12
"RBD",1,2,2018,3
"RBD",1,0,2019,7
"RBD",2,0,2019,9
"RBG",44,0,2018,1
"RBG",31,0,2018,2
"RBG",46,0,2018,3
"RBG",50,0,2018,4
"RBG",50,0,2018,5
"RBG",58,0,2018,6
"RBG",50,0,2018,7
"RBG",58,0,2018,8
"RBG",50,0,2018,9
"RBG",26,0,2018,10
"RBG",34,0,2018,11
"RBG",34,0,2018,12
"RBG",30,0,2019,1
"RBG",38,0,2019,2
"RBG",44,0,2019,3
"RBG",52,0,2019,4
"RBG",56,0,2019,5
"RBG",56,0,2019,6
"RBG",52,0,2019,7
"RBG",60,0,2019,8
"RBG",50,0,2019,9
"RBG",50,0,2019,10
"RBG",28,0,2019,11
"RBG",38,0,2019,12
"RBH",26,44,2018,5
"RBH",197,985,2018,6
"RBH",803,4408,2018,7
"RBH",237,1254,2018,8
"RBH",171,954,2018,9
"RBH",14,17,2019,5
"RBH",157,910,2019,6
"RBH",626,3899,2019,7
"RBH",187,1251,2019,8
"RBH",110,824,2019,9
"RBN",71,546,2018,1
"RBN",165,1265,2018,2
"RBN",204,1552,2018,3
"RBN",197,1600,2018,4
"RBN",117,927,2018,5
"RBN",186,1471,2018,6
"RBN",231,1830,2018,7
"RBN",133,1078,2018,8
"RBN",75,587,2018,9
"RBN",116,889,2018,10
"RBN",118,896,2018,11
"RBN",147,1112,2018,12
"RBN",142,1125,2019,1
"RBN",204,1644,2019,2
"RBN",226,1726,2019,3
"RBN",195,1460,2019,4
"RBN",213,1735,2019,5
"RBN",228,1762,2019,7
"RBN",123,1015,2019,8
"RBN",55,490,2019,9
"RBN",119,1013,2019,10
"RBN",155,1203,2019,11
"RBN",127,1065,2019,12
"RBW",1,8,2018,3
"RBW",1,4,2018,4
"RBW",1,4,2018,10
"RBW",2,0,2019,5
"RBY",63,246,2018,1
"RBY",52,202,2018,2
"RBY",64,250,2018,3
"RBY",70,267,2018,4
"RBY",66,268,2018,5
"RBY",65,298,2018,6
"RBY",70,263,2018,7
"RBY",92,422,2018,8
"RBY",63,280,2018,9
"RBY",66,295,2018,10
"RBY",63,279,2018,11
"RBY",62,278,2018,12
"RBY",62,218,2019,1
"RBY",58,247,2019,2
"RBY",65,233,2019,3
"RBY",80,328,2019,4
"RBY",81,373,2019,5
"RBY",83,368,2019,6
"RBY",85,299,2019,7
"RBY",72,313,2019,8
"RBY",71,320,2019,9
"RBY",71,313,2019,10
"RBY",59,240,2019,11
"RBY",63,259,2019,12
"RCA",1,0,2018,3
"RCA",1,84,2018,8
"RCA",1,31,2019,10
"RCE",3,9,2018,1
"RCE",2,0,2018,4
"RCE",7,13,2018,5
"RCE",6,17,2018,6
"RCE",14,52,2018,7
"RCE",16,42,2018,8
"RCE",8,36,2018,9
"RCE",1,1,2018,10
"RCE",1,0,2018,11
"RCE",1,7,2019,4
"RCE",8,57,2019,6
"RCE",9,5,2019,7
"RCE",13,14,2019,8
"RCE",3,6,2019,9
"RCE",1,0,2019,11
"RDB",54,864,2018,1
"RDB",35,827,2018,2
"RDB",64,952,2018,3
"RDB",72,1070,2018,4
"RDB",90,1117,2018,5
"RDB",74,1015,2018,6
"RDB",90,1279,2018,7
"RDB",101,1361,2018,8
"RDB",108,1252,2018,9
"RDB",84,1227,2018,10
"RDB",72,1172,2018,11
"RDB",61,906,2018,12
"RDB",71,1174,2019,1
"RDB",48,962,2019,2
"RDB",66,1056,2019,3
"RDB",83,1167,2019,4
"RDB",78,1331,2019,5
"RDB",95,1439,2019,6
"RDB",85,1412,2019,7
"RDB",91,1530,2019,8
"RDB",85,1488,2019,9
"RDB",83,1381,2019,10
"RDB",83,1229,2019,11
"RDB",76,1055,2019,12
"RDD",128,2687,2018,1
"RDD",117,2409,2018,2
"RDD",129,2874,2018,3
"RDD",131,3066,2018,4
"RDD",137,2932,2018,5
"RDD",154,4045,2018,6
"RDD",128,3581,2018,7
"RDD",132,3308,2018,8
"RDD",121,3108,2018,9
"RDD",164,4204,2018,10
"RDD",157,3832,2018,11
"RDD",156,3695,2018,12
"RDD",133,2905,2019,1
"RDD",103,2219,2019,2
"RDD",156,3549,2019,3
"RDD",161,4021,2019,4
"RDD",164,4295,2019,5
"RDD",159,4789,2019,6
"RDD",169,5291,2019,7
"RDD",170,5316,2019,8
"RDD",153,4375,2019,9
"RDD",172,4996,2019,10
"RDD",156,4455,2019,11
"RDD",172,4330,2019,12
"RDG",1,109,2018,3
"RDG",2,264,2018,4
"RDG",2,268,2018,5
"RDG",2,144,2018,6
"RDG",1,153,2018,9
"RDG",3,358,2018,10
"RDG",2,145,2018,11
"RDG",3,143,2018,12
"RDG",2,261,2019,3
"RDG",2,134,2019,4
"RDG",2,250,2019,5
"RDG",2,173,2019,6
"RDG",2,276,2019,10
"RDG",3,227,2019,11
"RDG",1,139,2019,12
"RDM",678,27651,2018,1
"RDM",593,28441,2018,2
"RDM",709,32534,2018,3
"RDM",712,32372,2018,4
"RDM",779,34809,2018,5
"RDM",817,39451,2018,6
"RDM",834,44663,2018,7
"RDM",825,43566,2018,8
"RDM",765,35851,2018,9
"RDM",746,36347,2018,10
"RDM",758,35258,2018,11
"RDM",793,38290,2018,12
"RDM",755,30931,2019,1
"RDM",612,29807,2019,2
"RDM",776,36276,2019,3
"RDM",758,35332,2019,4
"RDM",816,38637,2019,5
"RDM",868,44653,2019,6
"RDM",911,49367,2019,7
"RDM",996,48765,2019,8
"RDM",823,41517,2019,9
"RDM",867,42972,2019,10
"RDM",773,39228,2019,11
"RDM",769,43352,2019,12
"RDU",4962,397355,2018,1
"RDU",4762,385369,2018,2
"RDU",5401,488273,2018,3
"RDU",5748,523684,2018,4
"RDU",6006,554306,2018,5
"RDU",5912,561037,2018,6
"RDU",5844,571627,2018,7
"RDU",5982,576193,2018,8
"RDU",5378,439701,2018,9
"RDU",6001,554183,2018,10
"RDU",5739,548223,2018,11
"RDU",5629,502199,2018,12
"RDU",5344,441287,2019,1
"RDU",4912,414401,2019,2
"RDU",5853,530058,2019,3
"RDU",5854,536852,2019,4
"RDU",6337,617220,2019,5
"RDU",6285,625005,2019,6
"RDU",6349,651779,2019,7
"RDU",6418,640177,2019,8
"RDU",5984,539679,2019,9
"RDU",6272,603471,2019,10
"RDU",6026,566332,2019,11
"RDU",6117,576859,2019,12
"RDV",14,6,2018,1
"RDV",8,6,2018,2
"RDV",15,10,2018,3
"RDV",13,3,2018,4
"RDV",22,7,2018,5
"RDV",23,12,2018,6
"RDV",18,8,2018,7
"RDV",17,12,2018,8
"RDV",15,0,2018,9
"RDV",18,15,2018,10
"RDV",12,9,2018,11
"RDV",14,28,2018,12
"RDV",15,11,2019,1
"RDV",12,9,2019,2
"RDV",18,17,2019,3
"RDV",25,23,2019,4
"RDV",27,22,2019,5
"RDV",26,26,2019,6
"RDV",30,47,2019,7
"RDV",25,19,2019,8
"RDV",30,13,2019,9
"RDV",26,18,2019,10
"RDV",12,6,2019,11
"RDV",15,6,2019,12
"RFD",613,7605,2018,1
"RFD",583,8274,2018,2
"RFD",703,12986,2018,3
"RFD",666,10757,2018,4
"RFD",711,9374,2018,5
"RFD",671,10843,2018,6
"RFD",648,10421,2018,7
"RFD",733,9743,2018,8
"RFD",625,6682,2018,9
"RFD",701,8645,2018,10
"RFD",723,8104,2018,11
"RFD",868,7741,2018,12
"RFD",599,7817,2019,1
"RFD",586,7011,2019,2
"RFD",639,14035,2019,3
"RFD",618,11289,2019,4
