"dest","total_arrivals","total_arriving_passengers","year","month"
"FRD",197,785,2019,10
"FRD",150,632,2019,11
"FRD",158,565,2019,12
"FRG",16,238,2018,1
"FRG",10,142,2018,2
"FRG",3,55,2018,3
"FRG",5,83,2018,4
"FRG",10,82,2018,5
"FRG",5,23,2018,6
"FRG",5,25,2018,7
"FRG",4,24,2018,8
"FRG",3,4,2018,9
"FRG",4,17,2018,10
"FRG",13,145,2018,11
"FRG",3,3,2018,12
"FRG",6,73,2019,1
"FRG",2,40,2019,2
"FRG",5,140,2019,3
"FRG",3,65,2019,4
"FRG",5,71,2019,5
"FRG",4,10,2019,6
"FRG",5,20,2019,7
"FRG",8,30,2019,8
"FRG",5,107,2019,9
"FRG",8,102,2019,10
"FRG",6,170,2019,11
"FRG",21,418,2019,12
"FRY",2,7,2018,7
"FRY",1,3,2018,9
"FRY",1,4,2019,6
"FRY",2,9,2019,7
"FSD",793,39458,2018,1
"FSD",733,42635,2018,2
"FSD",851,49451,2018,3
"FSD",763,41540,2018,4
"FSD",853,45892,2018,5
"FSD",840,47011,2018,6
"FSD",866,45020,2018,7
"FSD",891,43177,2018,8
"FSD",784,38344,2018,9
"FSD",848,47244,2018,10
"FSD",880,46633,2018,11
"FSD",897,44593,2018,12
"FSD",794,41792,2019,1
"FSD",729,44411,2019,2
"FSD",829,52237,2019,3
"FSD",795,45422,2019,4
"FSD",960,48621,2019,5
"FSD",951,53546,2019,6
"FSD",950,51153,2019,7
"FSD",943,47406,2019,8
"FSD",881,43653,2019,9
"FSD",966,50744,2019,10
"FSD",910,47725,2019,11
"FSD",962,52161,2019,12
"FSM",170,6111,2018,1
"FSM",149,5766,2018,2
"FSM",170,6573,2018,3
"FSM",170,6581,2018,4
"FSM",174,7639,2018,5
"FSM",171,7667,2018,6
"FSM",173,7880,2018,7
"FSM",178,7670,2018,8
"FSM",177,7150,2018,9
"FSM",176,7933,2018,10
"FSM",167,7414,2018,11
"FSM",173,7358,2018,12
"FSM",168,6047,2019,1
"FSM",155,5971,2019,2
"FSM",184,7104,2019,3
"FSM",167,6824,2019,4
"FSM",168,7814,2019,5
"FSM",168,8027,2019,6
"FSM",171,8575,2019,7
"FSM",169,8026,2019,8
"FSM",201,7968,2019,9
"FSM",205,8517,2019,10
"FSM",193,7999,2019,11
"FSM",194,7760,2019,12
"FST",1,5,2019,6
"FTG",1,0,2019,2
"FTG",1,0,2019,3
"FTG",1,7,2019,8
"FTW",8,267,2018,1
"FTW",10,157,2018,2
"FTW",7,444,2018,3
"FTW",5,75,2018,4
"FTW",2,30,2018,5
"FTW",1,15,2018,6
"FTW",1,15,2018,7
"FTW",1,0,2018,8
"FTW",1,3,2018,9
"FTW",3,165,2018,10
"FTW",8,353,2018,11
"FTW",5,525,2018,12
"FTW",2,49,2019,1
"FTW",2,27,2019,3
"FTW",3,38,2019,4
"FTW",1,0,2019,5
"FTW",2,0,2019,6
"FTW",2,0,2019,8
"FTW",1,0,2019,9
"FTW",5,334,2019,10
"FTW",5,167,2019,11
"FTW",5,397,2019,12
"FTY",1,5,2018,1
"FTY",1,12,2018,2
"FTY",1,0,2018,3
"FTY",2,26,2018,5
"FTY",1,0,2018,6
"FTY",2,1,2018,8
"FTY",3,2,2018,9
"FTY",4,18,2018,10
"FTY",1,9,2018,11
"FTY",2,14,2018,12
"FTY",4,18,2019,2
"FTY",1,4,2019,5
"FTY",1,2,2019,11
"FTY",1,4,2019,12
"FVG",1,2,2019,5
"FVO",4,2,2018,6
"FVO",1,9,2018,9
"FVQ",2,3,2018,6
"FVQ",4,10,2018,7
"FVQ",3,3,2018,8
"FVQ",1,8,2018,9
"FVQ",2,5,2018,10
"FVQ",2,4,2019,4
"FVQ",6,3,2019,5
"FVQ",15,23,2019,6
"FVQ",15,24,2019,7
"FVQ",4,8,2019,8
"FVQ",18,47,2019,9
"FVQ",8,16,2019,10
"FVQ",2,0,2019,11
"FWA",669,27376,2018,1
"FWA",620,27228,2018,2
"FWA",719,33492,2018,3
"FWA",688,31952,2018,4
"FWA",719,31435,2018,5
"FWA",736,33784,2018,6
"FWA",715,32254,2018,7
"FWA",731,30000,2018,8
"FWA",707,27101,2018,9
"FWA",777,33685,2018,10
"FWA",712,31508,2018,11
"FWA",730,30205,2018,12
"FWA",697,28209,2019,1
"FWA",650,27839,2019,2
"FWA",781,35155,2019,3
"FWA",730,33838,2019,4
"FWA",752,34332,2019,5
"FWA",749,37867,2019,6
"FWA",720,37205,2019,7
"FWA",732,31913,2019,8
"FWA",693,29945,2019,9
"FWA",772,36331,2019,10
"FWA",705,33009,2019,11
"FWA",709,33621,2019,12
"FWL",4,0,2018,7
"FWL",1,0,2018,8
"FWL",1,0,2018,9
"FWL",3,0,2019,7
"FWL",4,4,2019,8
"FWL",6,10,2019,9
"FWL",1,3,2019,10
"FXE",1,0,2018,1
"FXE",3,6,2018,2
"FXE",4,9,2018,3
"FXE",2,28,2018,8
"FXE",2,5,2018,10
"FXE",1,0,2018,11
"FXE",1,0,2018,12
"FXE",32,193,2019,3
"FXE",1,0,2019,4
"FXE",3,3,2019,5
"FXE",4,0,2019,8
"FXE",3,0,2019,10
"FXE",5,4,2019,11
"FXE",1,15,2019,12
"FYU",221,813,2018,1
"FYU",217,823,2018,2
"FYU",241,981,2018,3
"FYU",226,925,2018,4
"FYU",248,1053,2018,5
"FYU",202,943,2018,6
"FYU",161,804,2018,7
"FYU",242,1157,2018,8
"FYU",180,850,2018,9
"FYU",144,568,2018,10
"FYU",161,638,2018,11
"FYU",165,775,2018,12
"FYU",162,702,2019,1
"FYU",165,748,2019,2
"FYU",131,618,2019,3
"FYU",159,757,2019,4
"FYU",165,818,2019,5
"FYU",207,1031,2019,6
"FYU",198,894,2019,7
"FYU",246,1017,2019,8
"FYU",173,818,2019,9
"FYU",158,771,2019,10
"FYU",141,636,2019,11
"FYU",148,764,2019,12
"FYV",1,41,2018,1
"FYV",1,0,2018,2
"FYV",6,253,2018,3
"FYV",2,120,2018,4
"FYV",1,49,2018,6
"FYV",2,0,2018,7
"FYV",1,8,2018,8
"FYV",2,45,2018,11
"FYV",1,41,2019,2
"FYV",2,53,2019,3
"FYV",2,338,2019,9
"FYV",1,176,2019,10
"FYV",4,215,2019,11
"FYV",2,47,2019,12
"GAD",1,6,2019,8
"GAI",1,1,2018,3
"GAI",1,1,2018,4
"GAI",2,6,2018,9
"GAI",1,2,2018,12
"GAI",1,2,2019,1
"GAI",2,4,2019,2
"GAI",1,1,2019,3
"GAI",1,1,2019,5
"GAI",1,5,2019,7
"GAI",1,1,2019,8
"GAI",1,3,2019,10
"GAI",1,3,2019,11
"GAI",1,7,2019,12
"GAL",251,1210,2018,1
"GAL",230,909,2018,2
"GAL",284,1189,2018,3
"GAL",251,1058,2018,4
"GAL",290,1194,2018,5
"GAL",267,1137,2018,6
"GAL",253,964,2018,7
"GAL",315,1578,2018,8
"GAL",262,1005,2018,9
"GAL",281,1140,2018,10
"GAL",252,1059,2018,11
"GAL",269,993,2018,12
"GAL",242,1082,2019,1
"GAL",225,927,2019,2
"GAL",251,986,2019,3
"GAL",267,1111,2019,4
"GAL",278,1133,2019,5
"GAL",273,1124,2019,6
"GAL",298,1018,2019,7
"GAL",286,1458,2019,8
"GAL",270,1145,2019,9
"GAL",258,1125,2019,10
"GAL",245,904,2019,11
"GAL",263,1014,2019,12
"GAM",111,418,2018,1
"GAM",54,244,2018,2
"GAM",85,382,2018,3
"GAM",105,409,2018,4
"GAM",121,529,2018,5
"GAM",109,401,2018,6
"GAM",110,455,2018,7
"GAM",147,492,2018,8
"GAM",139,546,2018,9
"GAM",151,582,2018,10
"GAM",106,395,2018,11
"GAM",85,295,2018,12
"GAM",105,424,2019,1
"GAM",46,161,2019,2
"GAM",90,340,2019,3
"GAM",114,436,2019,4
"GAM",108,438,2019,5
"GAM",117,403,2019,6
"GAM",92,301,2019,7
"GAM",127,494,2019,8
"GAM",121,409,2019,9
"GAM",127,532,2019,10
"GAM",90,289,2019,11
"GAM",86,287,2019,12
"GBD",1,7,2018,10
"GBH",5,31,2018,1
"GBH",9,38,2018,2
"GBH",15,59,2018,3
"GBH",3,17,2018,4
"GBH",5,37,2018,5
"GBH",4,31,2018,6
"GBH",5,41,2018,7
"GBH",11,39,2018,8
"GBH",4,44,2018,9
"GBH",13,56,2018,10
"GBH",5,37,2018,11
"GBH",5,52,2018,12
"GBH",5,87,2019,1
"GBH",5,56,2019,2
"GBH",5,59,2019,3
"GBH",9,64,2019,4
"GBH",9,83,2019,5
"GBH",7,67,2019,6
"GBH",5,31,2019,7
"GBH",7,57,2019,8
"GBH",4,57,2019,9
"GBH",10,58,2019,10
"GBH",2,34,2019,11
"GBH",4,68,2019,12
"GBR",1,7,2018,7
"GBR",3,8,2019,6
"GBR",1,1,2019,8
"GBR",2,3,2019,10
"GCC",82,2017,2018,1
"GCC",71,1958,2018,2
"GCC",78,2121,2018,3
"GCC",79,2378,2018,4
"GCC",78,2589,2018,5
"GCC",77,2805,2018,6
"GCC",69,2442,2018,7
"GCC",60,2272,2018,8
"GCC",60,1948,2018,9
"GCC",63,2327,2018,10
"GCC",59,2232,2018,11
"GCC",59,2289,2018,12
"GCC",59,1881,2019,1
"GCC",50,1697,2019,2
"GCC",59,2156,2019,3
"GCC",59,2234,2019,4
"GCC",60,2337,2019,5
"GCC",58,2486,2019,6
"GCC",62,2512,2019,7
"GCC",62,2668,2019,8
"GCC",60,2386,2019,9
"GCC",74,2752,2019,10
"GCC",75,2765,2019,11
"GCC",79,3122,2019,12
"GCK",97,2068,2018,1
"GCK",91,2086,2018,2
"GCK",102,2246,2018,3
"GCK",85,2004,2018,4
"GCK",95,2194,2018,5
"GCK",88,2103,2018,6
"GCK",89,2156,2018,7
"GCK",93,2220,2018,8
"GCK",91,1993,2018,9
"GCK",91,2050,2018,10
"GCK",90,1963,2018,11
"GCK",92,1686,2018,12
"GCK",91,1975,2019,1
"GCK",71,1646,2019,2
"GCK",95,2023,2019,3
"GCK",96,1916,2019,4
"GCK",85,2011,2019,5
"GCK",88,2027,2019,6
"GCK",96,2206,2019,7
"GCK",99,2317,2019,8
"GCK",89,2002,2019,9
"GCK",98,2047,2019,10
"GCK",88,2111,2019,11
"GCK",104,2105,2019,12
"GCN",385,5146,2018,1
"GCN",358,4604,2018,2
"GCN",424,5308,2018,3
"GCN",424,5308,2018,4
"GCN",699,9227,2018,5
"GCN",697,8939,2018,6
"GCN",666,8783,2018,7
"GCN",696,8783,2018,8
"GCN",750,9311,2018,9
"GCN",544,6658,2018,10
"GCN",409,5126,2018,11
"GCN",281,3278,2018,12
"GCN",293,3500,2019,1
"GCN",232,2682,2019,2
"GCN",288,2859,2019,3
"GCN",444,4940,2019,4
"GCN",473,5298,2019,5
"GCN",530,5581,2019,6
"GCN",533,5651,2019,7
"GCN",564,6408,2019,8
"GCN",580,6439,2019,9
"GCN",556,6218,2019,10
"GCN",253,2748,2019,11
"GCN",187,1905,2019,12
"GCY",1,1,2018,12
"GDC",4,0,2018,1
"GDC",1,0,2018,2
"GDC",3,0,2018,3
"GDC",1,0,2018,4
"GDC",11,28,2018,5
"GDC",22,0,2018,6
"GDC",6,0,2018,7
"GDC",4,0,2018,8
"GDC",2,0,2018,9
"GDC",8,0,2018,10
"GDC",4,0,2018,11
"GDC",3,0,2018,12
"GDC",1,0,2019,1
"GDC",6,0,2019,2
"GDC",2,0,2019,3
"GDC",5,0,2019,4
"GDC",3,0,2019,5
"GDC",2,0,2019,6
"GDC",1,0,2019,7
"GDC",7,0,2019,8
"GDC",7,0,2019,9
"GDC",2,0,2019,12
"GDV",59,208,2018,1
"GDV",55,228,2018,2
"GDV",60,222,2018,3
"GDV",59,202,2018,4
"GDV",60,215,2018,5
"GDV",60,212,2018,6
"GDV",62,248,2018,7
"GDV",59,230,2018,8
"GDV",60,194,2018,9
"GDV",64,220,2018,10
"GDV",63,240,2018,11
"GDV",60,235,2018,12
"GDV",60,221,2019,1
"GDV",47,176,2019,2
"GDV",80,195,2019,3
"GDV",60,205,2019,4
"GDV",63,177,2019,5
"GDV",60,219,2019,6
"GDV",60,220,2019,7
"GDV",63,201,2019,8
"GDV",60,182,2019,9
"GDV",60,162,2019,10
"GDV",54,197,2019,11
"GDV",58,236,2019,12
"GED",1,0,2019,4
"GED",2,7,2019,8
"GEG",2067,127453,2018,1
"GEG",1774,123047,2018,2
"GEG",2183,152259,2018,3
"GEG",2143,144994,2018,4
"GEG",2229,155842,2018,5
"GEG",2307,171871,2018,6
"GEG",2378,183494,2018,7
"GEG",2424,181852,2018,8
"GEG",2185,150457,2018,9
"GEG",2187,166018,2018,10
"GEG",2203,160905,2018,11
"GEG",2357,163174,2018,12
"GEG",2138,137087,2019,1
"GEG",1898,131034,2019,2
"GEG",2207,157034,2019,3
"GEG",2164,151460,2019,4
"GEG",2227,162034,2019,5
"GEG",2283,177081,2019,6
"GEG",2443,189659,2019,7
"GEG",2491,185016,2019,8
"GEG",2267,163689,2019,9
"GEG",2354,169005,2019,10
"GEG",2206,156290,2019,11
"GEG",2376,173471,2019,12
"GEK",1,0,2018,5
"GEK",1,0,2019,5
"GFK",165,9565,2018,1
"GFK",156,8939,2018,2
"GFK",173,10902,2018,3
"GFK",158,9276,2018,4
"GFK",186,9610,2018,5
"GFK",185,9421,2018,6
"GFK",186,9343,2018,7
"GFK",192,9357,2018,8
"GFK",167,8128,2018,9
"GFK",191,10340,2018,10
"GFK",195,10392,2018,11
"GFK",171,9046,2018,12
"GFK",164,9160,2019,1
"GFK",153,9315,2019,2
"GFK",185,12718,2019,3
"GFK",172,10745,2019,4
"GFK",164,9194,2019,5
"GFK",178,9506,2019,6
"GFK",185,9967,2019,7
"GFK",190,9713,2019,8
"GFK",167,8406,2019,9
"GFK",190,9948,2019,10
"GFK",185,9826,2019,11
"GFK",190,9672,2019,12
"GFL",1,7,2018,3
"GFL",3,8,2018,7
"GFL",1,3,2018,10
"GFL",1,3,2019,7
"GFL",1,2,2019,12
"GGE",1,2,2019,3
"GGE",1,0,2019,7
"GGE",1,2,2019,10
"GGE",1,0,2019,11
"GGG",56,1302,2018,1
"GGG",46,1216,2018,2
"GGG",58,1995,2018,3
"GGG",54,1336,2018,4
"GGG",62,1840,2018,5
"GGG",72,2264,2018,6
"GGG",80,2522,2018,7
"GGG",81,2615,2018,8
"GGG",65,2112,2018,9
"GGG",80,2521,2018,10
"GGG",77,2392,2018,11
"GGG",72,2200,2018,12
"GGG",59,1371,2019,1
"GGG",60,1533,2019,2
"GGG",82,2147,2019,3
"GGG",85,2483,2019,4
"GGG",86,2574,2019,5
"GGG",81,2510,2019,6
"GGG",87,2656,2019,7
"GGG",89,2626,2019,8
"GGG",85,2592,2019,9
"GGG",81,2649,2019,10
"GGG",69,2289,2019,11
"GGG",82,2197,2019,12
"GGW",58,288,2018,1
"GGW",54,298,2018,2
"GGW",59,321,2018,3
"GGW",60,292,2018,4
"GGW",63,319,2018,5
"GGW",59,374,2018,6
"GGW",62,384,2018,7
"GGW",68,342,2018,8
"GGW",58,319,2018,9
"GGW",64,341,2018,10
"GGW",66,367,2018,11
"GGW",62,342,2018,12
"GGW",61,302,2019,1
"GGW",45,219,2019,2
"GGW",62,307,2019,3
"GGW",60,331,2019,4
"GGW",62,330,2019,5
"GGW",61,364,2019,6
"GGW",71,354,2019,7
"GGW",85,375,2019,8
"GGW",80,301,2019,9
"GGW",84,323,2019,10
"GGW",78,314,2019,11
"GGW",81,316,2019,12
"GJT",428,16149,2018,1
"GJT",409,17713,2018,2
"GJT",433,18516,2018,3
"GJT",404,17407,2018,4
"GJT",445,21333,2018,5
"GJT",431,22514,2018,6
"GJT",461,23561,2018,7
"GJT",444,21897,2018,8
"GJT",395,19048,2018,9
"GJT",417,20342,2018,10
"GJT",410,19644,2018,11
"GJT",421,20243,2018,12
"GJT",406,17615,2019,1
"GJT",415,18491,2019,2
"GJT",490,23754,2019,3
"GJT",413,19773,2019,4
"GJT",471,23857,2019,5
"GJT",499,27609,2019,6
"GJT",453,23333,2019,7
"GJT",451,21483,2019,8
"GJT",452,21156,2019,9
"GJT",467,22348,2019,10
"GJT",454,20397,2019,11
"GJT",540,26524,2019,12
"GKN",28,8,2018,1
"GKN",37,10,2018,2
"GKN",43,8,2018,3
"GKN",27,3,2018,4
"GKN",39,56,2018,5
"GKN",32,55,2018,6
"GKN",34,119,2018,7
"GKN",34,122,2018,8
"GKN",24,34,2018,9
"GKN",35,14,2018,10
"GKN",26,5,2018,11
"GKN",30,4,2018,12
"GKN",28,11,2019,1
"GKN",25,6,2019,2
"GKN",29,20,2019,3
"GKN",33,12,2019,4
"GKN",30,27,2019,5
"GKN",25,54,2019,6
"GKN",36,92,2019,7
"GKN",28,104,2019,8
"GKN",27,50,2019,9
"GKN",11,6,2019,10
"GKN",26,5,2019,11
"GKN",29,5,2019,12
"GLH",73,418,2018,1
"GLH",65,373,2018,2
"GLH",74,464,2018,3
"GLH",74,442,2018,4
"GLH",77,474,2018,5
"GLH",73,462,2018,6
"GLH",76,479,2018,7
"GLH",78,463,2018,8
"GLH",71,579,2018,9
"GLH",75,474,2018,10
"GLH",72,536,2018,11
"GLH",69,406,2018,12
"GLH",74,406,2019,1
"GLH",51,263,2019,2
"GLH",77,443,2019,3
"GLH",74,328,2019,4
"GLH",77,401,2019,5
"GLH",68,407,2019,6
"GLH",75,439,2019,7
"GLH",83,459,2019,8
"GLH",72,369,2019,9
"GLH",77,387,2019,10
"GLH",80,404,2019,11
"GLH",80,404,2019,12
"GLR",1,0,2018,1
"GLR",1,0,2018,5
"GLR",1,0,2018,7
"GLR",8,0,2018,11
"GLR",18,0,2018,12
"GLR",1,0,2019,5
"GLR",1,0,2019,10
"GLR",14,0,2019,12
"GLV",108,312,2018,1
"GLV",56,175,2018,2
"GLV",92,282,2018,3
"GLV",147,472,2018,4
"GLV",134,360,2018,5
"GLV",116,304,2018,6
"GLV",135,441,2018,7
"GLV",151,467,2018,8
"GLV",119,386,2018,9
"GLV",123,448,2018,10
"GLV",102,356,2018,11
"GLV",76,252,2018,12
"GLV",88,278,2019,1
"GLV",52,152,2019,2
"GLV",73,236,2019,3
"GLV",100,321,2019,4
"GLV",138,526,2019,5
"GLV",94,291,2019,6
"GLV",117,353,2019,7
"GLV",99,335,2019,8
"GLV",79,237,2019,9
"GLV",110,391,2019,10
"GLV",89,322,2019,11
"GLV",112,364,2019,12
"GMT",1,6,2019,6
"GMU",1,2,2019,6
"GMU",1,3,2019,7
"GNU",49,77,2018,1
"GNU",24,55,2018,2
"GNU",64,128,2018,3
"GNU",69,86,2018,4
"GNU",76,90,2018,5
"GNU",79,101,2018,6
"GNU",100,95,2018,7
"GNU",108,198,2018,8
"GNU",94,123,2018,9
"GNU",80,111,2018,10
"GNU",36,52,2018,11
"GNU",63,106,2018,12
"GNU",68,76,2019,1
"GNU",37,46,2019,2
"GNU",98,170,2019,3
"GNU",109,163,2019,4
"GNU",94,139,2019,5
"GNU",59,88,2019,6
"GNU",95,114,2019,7
"GNU",119,163,2019,8
"GNU",87,77,2019,9
"GNU",83,94,2019,10
"GNU",50,66,2019,11
"GNU",70,90,2019,12
"GNV",364,17852,2018,1
"GNV",334,16814,2018,2
"GNV",385,20116,2018,3
"GNV",365,18623,2018,4
"GNV",402,20419,2018,5
"GNV",355,17654,2018,6
"GNV",366,18656,2018,7
"GNV",384,20132,2018,8
"GNV",354,18557,2018,9
"GNV",403,22161,2018,10
"GNV",390,21231,2018,11
"GNV",373,18615,2018,12
"GNV",360,19692,2019,1
"GNV",330,19281,2019,2
"GNV",436,24455,2019,3
"GNV",451,22774,2019,4
"GNV",462,23604,2019,5
"GNV",440,21449,2019,6
"GNV",446,21313,2019,7
"GNV",460,22431,2019,8
"GNV",453,22674,2019,9
"GNV",474,26034,2019,10
"GNV",452,24120,2019,11
"GNV",448,23746,2019,12
"GON",1,1,2018,1
"GON",1,5,2018,5
"GON",1,3,2018,6
"GON",1,5,2018,7
"GON",3,11,2018,8
"GON",2,11,2018,9
"GON",1,3,2018,11
"GON",1,2,2019,2
"GON",1,0,2019,5
"GON",3,3,2019,7
"GON",2,2,2019,8
"GON",4,19,2019,10
"GPT",375,27278,2018,1
"GPT",353,27654,2018,2
"GPT",397,29675,2018,3
"GPT",413,29738,2018,4
"GPT",436,31709,2018,5
"GPT",446,31068,2018,6
"GPT",418,28439,2018,7
"GPT",460,30329,2018,8
"GPT",401,28012,2018,9
"GPT",417,32133,2018,10
"GPT",409,32093,2018,11
"GPT",381,27377,2018,12
"GPT",423,27176,2019,1
"GPT",354,24822,2019,2
"GPT",429,31720,2019,3
"GPT",441,31277,2019,4
"GPT",450,32774,2019,5
"GPT",409,29829,2019,6
"GPT",447,30837,2019,7
"GPT",468,30674,2019,8
"GPT",467,29727,2019,9
"GPT",505,34648,2019,10
"GPT",477,34460,2019,11
"GPT",477,32608,2019,12
"GRB",423,19739,2018,1
"GRB",384,21225,2018,2
"GRB",480,28007,2018,3
"GRB",471,26272,2018,4
"GRB",527,27679,2018,5
"GRB",526,27749,2018,6
"GRB",534,28689,2018,7
"GRB",533,29034,2018,8
"GRB",506,27347,2018,9
"GRB",601,28153,2018,10
"GRB",524,26293,2018,11
"GRB",548,26966,2018,12
"GRB",424,19522,2019,1
"GRB",380,19709,2019,2
"GRB",527,29520,2019,3
"GRB",539,28387,2019,4
"GRB",549,30650,2019,5
"GRB",546,31548,2019,6
"GRB",540,30962,2019,7
"GRB",556,33030,2019,8
"GRB",579,31937,2019,9
"GRB",600,32845,2019,10
"GRB",536,28516,2019,11
"GRB",526,28838,2019,12
"GRI",109,5215,2018,1
"GRI",109,4594,2018,2
"GRI",129,5470,2018,3
"GRI",121,5049,2018,4
"GRI",134,5081,2018,5
"GRI",142,5210,2018,6
"GRI",140,5411,2018,7
"GRI",152,5432,2018,8
"GRI",128,4968,2018,9
"GRI",138,5368,2018,10
"GRI",127,5397,2018,11
"GRI",135,5898,2018,12
"GRI",139,5181,2019,1
"GRI",127,5647,2019,2
"GRI",139,6639,2019,3
"GRI",125,5746,2019,4
"GRI",144,5822,2019,5
"GRI",139,6233,2019,6
"GRI",141,6201,2019,7
"GRI",144,5852,2019,8
"GRI",132,5356,2019,9
"GRI",142,5520,2019,10
"GRI",130,5320,2019,11
"GRI",140,6293,2019,12
"GRK",241,10840,2018,1
"GRK",205,9699,2018,2
"GRK",229,10700,2018,3
"GRK",225,9790,2018,4
"GRK",234,10867,2018,5
"GRK",282,11806,2018,6
"GRK",296,12403,2018,7
"GRK",295,12976,2018,8
"GRK",265,11586,2018,9
"GRK",261,11352,2018,10
"GRK",256,11389,2018,11
"GRK",227,10343,2018,12
"GRK",252,10873,2019,1
"GRK",249,12335,2019,2
"GRK",280,12717,2019,3
"GRK",274,12360,2019,4
"GRK",315,13683,2019,5
"GRK",283,12422,2019,6
"GRK",328,13905,2019,7
"GRK",338,14139,2019,8
"GRK",280,10944,2019,9
"GRK",265,12281,2019,10
"GRK",295,13153,2019,11
"GRK",275,12310,2019,12
"GRR",1738,117130,2018,1
"GRR",1638,123617,2018,2
"GRR",1905,149257,2018,3
"GRR",1734,136379,2018,4
"GRR",1716,133149,2018,5
"GRR",1814,143386,2018,6
"GRR",1875,144644,2018,7
"GRR",1911,145896,2018,8
"GRR",1792,125025,2018,9
"GRR",1913,140398,2018,10
"GRR",1833,133578,2018,11
"GRR",1909,136286,2018,12
"GRR",1764,124559,2019,1
"GRR",1677,133699,2019,2
"GRR",2111,167140,2019,3
"GRR",1967,155753,2019,4
"GRR",1904,150252,2019,5
"GRR",1895,155643,2019,6
"GRR",1934,159329,2019,7
"GRR",1987,154843,2019,8
"GRR",1836,137522,2019,9
"GRR",2004,154609,2019,10
"GRR",1918,142458,2019,11
"GRR",2011,152137,2019,12
"GSB",1,8,2018,5
"GSB",1,0,2019,3
"GSB",2,0,2019,6
"GSH",1,0,2018,8
"GSO",1425,63966,2018,1
"GSO",1353,63600,2018,2
"GSO",1552,72762,2018,3
"GSO",1595,81091,2018,4
"GSO",1638,81027,2018,5
"GSO",1592,78950,2018,6
"GSO",1645,81346,2018,7
"GSO",1677,84093,2018,8
"GSO",1655,72133,2018,9
"GSO",1888,93173,2018,10
"GSO",1803,89876,2018,11
"GSO",1673,77914,2018,12
"GSO",1730,73912,2019,1
"GSO",1595,69101,2019,2
"GSO",1804,89918,2019,3
"GSO",1882,95593,2019,4
"GSO",1962,93836,2019,5
"GSO",1891,93406,2019,6
"GSO",1854,96846,2019,7
"GSO",1892,98567,2019,8
"GSO",1812,87535,2019,9
"GSO",1958,100807,2019,10
"GSO",1863,90952,2019,11
"GSO",1859,87339,2019,12
"GSP",1287,74862,2018,1
"GSP",1168,70193,2018,2
"GSP",1357,87815,2018,3
"GSP",1367,88722,2018,4
"GSP",1437,95533,2018,5
"GSP",1384,95111,2018,6
"GSP",1436,99000,2018,7
"GSP",1534,102894,2018,8
"GSP",1521,93832,2018,9
"GSP",1618,112411,2018,10
"GSP",1519,106594,2018,11
"GSP",1477,93192,2018,12
"GSP",1465,87350,2019,1
"GSP",1336,80845,2019,2
"GSP",1561,100356,2019,3
"GSP",1548,101574,2019,4
"GSP",1649,112187,2019,5
"GSP",1619,112933,2019,6
"GSP",1645,115101,2019,7
"GSP",1664,112477,2019,8
"GSP",1600,106670,2019,9
"GSP",1667,121089,2019,10
"GSP",1570,108338,2019,11
"GSP",1655,108085,2019,12
"GST",103,204,2018,1
"GST",64,117,2018,2
"GST",103,254,2018,3
"GST",141,314,2018,4
"GST",241,698,2018,5
"GST",326,2355,2018,6
"GST",382,2854,2018,7
"GST",341,2311,2018,8
"GST",211,607,2018,9
"GST",134,325,2018,10
"GST",107,249,2018,11
"GST",109,260,2018,12
"GST",82,214,2019,1
"GST",98,245,2019,2
"GST",132,331,2019,3
"GST",161,471,2019,4
"GST",257,749,2019,5
"GST",336,2194,2019,6
"GST",331,2885,2019,7
"GST",328,2591,2019,8
"GST",136,430,2019,9
"GST",83,279,2019,10
"GST",64,234,2019,11
"GST",58,148,2019,12
"GTF",406,12201,2018,1
"GTF",349,11238,2018,2
"GTF",435,13700,2018,3
"GTF",407,13338,2018,4
"GTF",446,14658,2018,5
"GTF",487,17695,2018,6
"GTF",509,19311,2018,7
"GTF",534,17964,2018,8
"GTF",517,13489,2018,9
"GTF",468,13980,2018,10
"GTF",452,14270,2018,11
"GTF",443,15669,2018,12
"GTF",411,12072,2019,1
"GTF",364,10853,2019,2
"GTF",433,13886,2019,3
"GTF",438,13869,2019,4
"GTF",446,14388,2019,5
"GTF",481,17416,2019,6
"GTF",507,19392,2019,7
"GTF",517,17686,2019,8
"GTF",432,12612,2019,9
"GTF",486,13807,2019,10
"GTF",449,13618,2019,11
"GTF",444,15682,2019,12
"GTR",79,3153,2018,1
"GTR",79,3202,2018,2
"GTR",94,4161,2018,3
"GTR",88,3896,2018,4
"GTR",90,3706,2018,5
"GTR",87,3805,2018,6
"GTR",89,3818,2018,7
"GTR",89,3940,2018,8
"GTR",89,4024,2018,9
"GTR",93,4439,2018,10
"GTR",86,3836,2018,11
"GTR",79,3268,2018,12
"GTR",85,3714,2019,1
"GTR",80,3413,2019,2
"GTR",94,4364,2019,3
"GTR",88,3801,2019,4
"GTR",91,4005,2019,5
"GTR",107,4521,2019,6
"GTR",108,4379,2019,7
"GTR",116,4698,2019,8
"GTR",106,4519,2019,9
"GTR",116,5266,2019,10
"GTR",111,4720,2019,11
"GTR",107,4150,2019,12
"GTU",1,8,2018,1
"GTY",2,9,2018,3
"GTY",1,1,2019,5
"GUC",108,4830,2018,1
"GUC",90,5417,2018,2
"GUC",110,5543,2018,3
"GUC",41,838,2018,4
"GUC",31,864,2018,5
