"origin","total_departures","total_departing_passengers","year","month"
"APF",4,12,2019,1
"APF",2,5,2019,2
"APF",7,8,2019,3
"APF",2,5,2019,4
"APF",2,0,2019,5
"APF",2,1,2019,6
"APF",1,1,2019,7
"APF",1,3,2019,9
"APF",3,9,2019,10
"APF",6,18,2019,11
"APF",2,0,2019,12
"APN",68,634,2018,1
"APN",64,729,2018,2
"APN",76,779,2018,3
"APN",63,745,2018,4
"APN",74,886,2018,5
"APN",76,868,2018,6
"APN",73,1340,2018,7
"APN",80,1508,2018,8
"APN",71,1012,2018,9
"APN",76,1070,2018,10
"APN",70,914,2018,11
"APN",71,937,2018,12
"APN",66,837,2019,1
"APN",49,560,2019,2
"APN",73,1034,2019,3
"APN",73,860,2019,4
"APN",77,1021,2019,5
"APN",72,989,2019,6
"APN",76,1439,2019,7
"APN",77,1320,2019,8
"APN",70,1121,2019,9
"APN",76,1240,2019,10
"APN",72,1010,2019,11
"APN",71,1008,2019,12
"AQY",104,155,2018,5
"AQY",90,102,2018,6
"AQY",1,0,2018,8
"AQY",1,0,2018,10
"ARA",1,0,2018,12
"ARA",1,1,2019,2
"ARA",1,0,2019,3
"ARA",1,0,2019,5
"ARA",1,1,2019,7
"ARA",1,0,2019,9
"ARB",1,7,2018,10
"ARC",39,132,2018,1
"ARC",40,120,2018,2
"ARC",41,139,2018,3
"ARC",41,161,2018,4
"ARC",50,193,2018,5
"ARC",76,256,2018,6
"ARC",50,149,2018,7
"ARC",79,262,2018,8
"ARC",40,207,2018,9
"ARC",36,130,2018,10
"ARC",39,120,2018,11
"ARC",41,144,2018,12
"ARC",37,125,2019,1
"ARC",44,201,2019,2
"ARC",34,146,2019,3
"ARC",40,171,2019,4
"ARC",42,168,2019,5
"ARC",81,279,2019,6
"ARC",59,215,2019,7
"ARC",70,245,2019,8
"ARC",45,147,2019,9
"ARC",51,181,2019,10
"ARC",52,121,2019,11
"ARC",44,146,2019,12
"ART",44,1405,2018,1
"ART",45,1585,2018,2
"ART",47,1655,2018,3
"ART",50,1745,2018,4
"ART",54,1830,2018,5
"ART",57,2067,2018,6
"ART",62,2593,2018,7
"ART",62,2606,2018,8
"ART",59,2158,2018,9
"ART",59,2156,2018,10
"ART",50,1761,2018,11
"ART",58,2131,2018,12
"ART",48,1454,2019,1
"ART",42,1375,2019,2
"ART",58,2052,2019,3
"ART",57,1930,2019,4
"ART",58,1816,2019,5
"ART",59,1671,2019,6
"ART",58,2053,2019,7
"ART",64,2194,2019,8
"ART",54,1795,2019,9
"ART",57,1881,2019,10
"ART",53,1683,2019,11
"ART",67,2573,2019,12
"ASE",940,40881,2018,1
"ASE",810,34386,2018,2
"ASE",1042,43361,2018,3
"ASE",391,17664,2018,4
"ASE",245,9084,2018,5
"ASE",497,19985,2018,6
"ASE",449,21085,2018,7
"ASE",538,26979,2018,8
"ASE",382,19191,2018,9
"ASE",278,14073,2018,10
"ASE",251,11137,2018,11
"ASE",669,26086,2018,12
"ASE",930,43774,2019,1
"ASE",738,37512,2019,2
"ASE",855,46413,2019,3
"ASE",273,16433,2019,4
"ASE",233,10413,2019,5
"ASE",507,22023,2019,6
"ASE",624,30379,2019,7
"ASE",580,29727,2019,8
"ASE",397,20278,2019,9
"ASE",262,14740,2019,10
"ASE",191,9269,2019,11
"ASE",632,26491,2019,12
"ASH",1,1,2019,2
"ASL",1,1,2018,1
"ASN",1,0,2018,3
"ASN",1,0,2018,8
"ASN",2,0,2018,10
"ASN",1,7,2019,2
"ASN",2,14,2019,4
"ASN",2,0,2019,6
"ASN",3,0,2019,10
"AST",1,6,2018,7
"AST",1,1,2019,5
"ATK",69,255,2018,1
"ATK",42,160,2018,2
"ATK",74,272,2018,3
"ATK",75,246,2018,4
"ATK",77,318,2018,5
"ATK",87,296,2018,6
"ATK",82,310,2018,7
"ATK",85,294,2018,8
"ATK",58,252,2018,9
"ATK",76,313,2018,10
"ATK",79,253,2018,11
"ATK",77,311,2018,12
"ATK",76,266,2019,1
"ATK",79,308,2019,2
"ATK",85,244,2019,3
"ATK",78,269,2019,4
"ATK",69,299,2019,5
"ATK",108,357,2019,6
"ATK",98,318,2019,7
"ATK",108,452,2019,8
"ATK",93,371,2019,9
"ATK",88,282,2019,10
"ATK",78,251,2019,11
"ATK",72,260,2019,12
"ATL",30508,3264983,2018,1
"ATL",28638,3231665,2018,2
"ATL",34158,4003699,2018,3
"ATL",33268,3876970,2018,4
"ATL",34459,4113234,2018,5
"ATL",34375,4048115,2018,6
"ATL",35264,4144772,2018,7
"ATL",35653,4139928,2018,8
"ATL",31983,3599296,2018,9
"ATL",33787,4036961,2018,10
"ATL",31898,3902754,2018,11
"ATL",32048,3730972,2018,12
"ATL",31515,3419287,2019,1
"ATL",28654,3305488,2019,2
"ATL",34533,4169818,2019,3
"ATL",33424,3964017,2019,4
"ATL",34956,4274677,2019,5
"ATL",34707,4236295,2019,6
"ATL",35786,4337451,2019,7
"ATL",36040,4248590,2019,8
"ATL",32439,3776682,2019,9
"ATL",34452,4156196,2019,10
"ATL",31963,3788760,2019,11
"ATL",33202,3954399,2019,12
"ATO",1,6,2018,4
"ATO",1,0,2018,6
"ATO",1,0,2018,7
"ATS",1,0,2018,2
"ATT",131,281,2018,1
"ATT",92,148,2018,2
"ATT",104,163,2018,3
"ATT",150,321,2018,4
"ATT",153,310,2018,5
"ATT",140,297,2018,6
"ATT",203,311,2018,7
"ATT",171,354,2018,8
"ATT",215,343,2018,9
"ATT",234,513,2018,10
"ATT",87,227,2018,11
"ATT",147,264,2018,12
"ATT",106,190,2019,1
"ATT",113,210,2019,2
"ATT",198,427,2019,3
"ATT",218,430,2019,4
"ATT",213,413,2019,5
"ATT",90,208,2019,6
"ATT",157,317,2019,7
"ATT",210,367,2019,8
"ATT",205,408,2019,9
"ATT",211,519,2019,10
"ATT",143,350,2019,11
"ATT",130,284,2019,12
"ATW",481,24645,2018,1
"ATW",425,23709,2018,2
"ATW",516,28922,2018,3
"ATW",536,27053,2018,4
"ATW",597,27422,2018,5
"ATW",590,30440,2018,6
"ATW",587,31414,2018,7
"ATW",596,32604,2018,8
"ATW",558,27864,2018,9
"ATW",615,32114,2018,10
"ATW",580,30181,2018,11
"ATW",604,31616,2018,12
"ATW",549,29700,2019,1
"ATW",476,26491,2019,2
"ATW",629,36966,2019,3
"ATW",600,31995,2019,4
"ATW",606,31075,2019,5
"ATW",581,33135,2019,6
"ATW",599,35555,2019,7
"ATW",606,34614,2019,8
"ATW",556,29834,2019,9
"ATW",602,34094,2019,10
"ATW",575,30101,2019,11
"ATW",604,33189,2019,12
"ATY",52,950,2018,1
"ATY",49,905,2018,2
"ATY",51,1192,2018,3
"ATY",49,798,2018,4
"ATY",54,1063,2018,5
"ATY",50,1154,2018,6
"ATY",54,1368,2018,7
"ATY",53,1312,2018,8
"ATY",51,913,2018,9
"ATY",53,917,2018,10
"ATY",46,913,2018,11
"ATY",45,607,2019,4
"ATY",56,992,2019,5
"ATY",56,1233,2019,6
"ATY",59,1578,2019,7
"ATY",57,1413,2019,8
"ATY",61,1423,2019,9
"ATY",58,1465,2019,10
"ATY",55,1311,2019,11
"ATY",55,1659,2019,12
"AUG",74,275,2018,1
"AUG",69,266,2018,2
"AUG",80,323,2018,3
"AUG",80,337,2018,4
"AUG",100,418,2018,5
"AUG",120,547,2018,6
"AUG",124,767,2018,7
"AUG",125,789,2018,8
"AUG",119,627,2018,9
"AUG",98,440,2018,10
"AUG",80,245,2018,11
"AUG",86,277,2018,12
"AUG",78,247,2019,1
"AUG",76,280,2019,2
"AUG",88,305,2019,3
"AUG",85,309,2019,4
"AUG",102,403,2019,5
"AUG",117,443,2019,6
"AUG",130,703,2019,7
"AUG",124,773,2019,8
"AUG",120,724,2019,9
"AUG",104,563,2019,10
"AUG",81,362,2019,11
"AUG",78,320,2019,12
"AUK",202,431,2018,1
"AUK",176,358,2018,2
"AUK",184,343,2018,3
"AUK",280,525,2018,4
"AUK",242,425,2018,5
"AUK",227,309,2018,6
"AUK",194,338,2018,7
"AUK",219,371,2018,8
"AUK",190,280,2018,9
"AUK",202,387,2018,10
"AUK",203,393,2018,11
"AUK",199,372,2018,12
"AUK",180,299,2019,1
"AUK",108,253,2019,2
"AUK",234,345,2019,3
"AUK",265,464,2019,4
"AUK",234,476,2019,5
"AUK",201,328,2019,6
"AUK",232,355,2019,7
"AUK",235,399,2019,8
"AUK",256,450,2019,9
"AUK",248,402,2019,10
"AUK",182,300,2019,11
"AUK",200,335,2019,12
"AUO",1,5,2018,2
"AUO",1,4,2018,3
"AUO",1,0,2018,6
"AUS",4916,500546,2018,1
"AUS",4543,494959,2018,2
"AUS",5470,627743,2018,3
"AUS",5612,659323,2018,4
"AUS",5942,695770,2018,5
"AUS",5985,734238,2018,6
"AUS",6094,724625,2018,7
"AUS",6039,672132,2018,8
"AUS",5625,606932,2018,9
"AUS",5919,694301,2018,10
"AUS",5531,664719,2018,11
"AUS",5409,628973,2018,12
"AUS",5218,538353,2019,1
"AUS",4913,542170,2019,2
"AUS",5832,700929,2019,3
"AUS",5704,696164,2019,4
"AUS",6052,764143,2019,5
"AUS",6079,790026,2019,6
"AUS",6344,789512,2019,7
"AUS",6171,722134,2019,8
"AUS",5798,680169,2019,9
"AUS",6271,762386,2019,10
"AUS",5782,710118,2019,11
"AUS",5879,723447,2019,12
"AUZ",1,0,2019,10
"AVL",474,33516,2018,1
"AVL",433,31569,2018,2
"AVL",552,39459,2018,3
"AVL",596,42152,2018,4
"AVL",633,49589,2018,5
"AVL",694,53119,2018,6
"AVL",763,58374,2018,7
"AVL",746,54144,2018,8
"AVL",657,43260,2018,9
"AVL",774,61038,2018,10
"AVL",720,57106,2018,11
"AVL",686,50789,2018,12
"AVL",637,45801,2019,1
"AVL",625,43349,2019,2
"AVL",811,60759,2019,3
"AVL",798,61451,2019,4
"AVL",952,72274,2019,5
"AVL",1016,77554,2019,6
"AVL",1027,82092,2019,7
"AVL",1048,76206,2019,8
"AVL",929,69940,2019,9
"AVL",1028,82085,2019,10
"AVL",904,69428,2019,11
"AVL",939,70770,2019,12
"AVP",367,18253,2018,1
"AVP",325,16308,2018,2
"AVP",368,17774,2018,3
"AVP",470,21030,2018,4
"AVP",459,21769,2018,5
"AVP",505,22883,2018,6
"AVP",535,24796,2018,7
"AVP",535,25165,2018,8
"AVP",527,22504,2018,9
"AVP",569,25106,2018,10
"AVP",513,22612,2018,11
"AVP",520,21630,2018,12
"AVP",462,20516,2019,1
"AVP",418,19224,2019,2
"AVP",550,25127,2019,3
"AVP",566,26075,2019,4
"AVP",565,26928,2019,5
"AVP",538,25496,2019,6
"AVP",546,27253,2019,7
"AVP",514,26417,2019,8
"AVP",507,23780,2019,9
"AVP",505,24748,2019,10
"AVP",474,22294,2019,11
"AVP",475,23056,2019,12
"AVW",1,4,2018,3
"AVW",1,2,2019,2
"AVW",4,15,2019,3
"AWK",2,5,2018,4
"AWK",3,20,2018,8
"AWK",1,0,2018,11
"AWK",1,0,2018,12
"AWM",2,9,2019,2
"AZA",476,56646,2018,1
"AZA",486,62417,2018,2
"AZA",664,88677,2018,3
"AZA",470,64725,2018,4
"AZA",445,61168,2018,5
"AZA",496,69248,2018,6
"AZA",473,66952,2018,7
"AZA",381,53013,2018,8
"AZA",316,44718,2018,9
"AZA",422,58372,2018,10
"AZA",495,65169,2018,11
"AZA",463,67786,2018,12
"AZA",452,65749,2019,1
"AZA",500,74092,2019,2
"AZA",690,108468,2019,3
"AZA",550,83421,2019,4
"AZA",426,67908,2019,5
"AZA",474,76423,2019,6
"AZA",503,77736,2019,7
"AZA",365,55828,2019,8
"AZA",305,45657,2019,9
"AZA",446,63555,2019,10
"AZA",507,65473,2019,11
"AZA",579,81955,2019,12
"AZO",298,10510,2018,1
"AZO",263,10547,2018,2
"AZO",341,12415,2018,3
"AZO",346,12445,2018,4
"AZO",357,13535,2018,5
"AZO",349,13466,2018,6
"AZO",344,12881,2018,7
"AZO",349,13623,2018,8
"AZO",335,12240,2018,9
"AZO",363,14151,2018,10
"AZO",329,13080,2018,11
"AZO",335,13499,2018,12
"AZO",264,10439,2019,1
"AZO",239,10104,2019,2
"AZO",334,13665,2019,3
"AZO",341,13069,2019,4
"AZO",362,15102,2019,5
"AZO",139,5030,2019,6
"AZO",323,14031,2019,7
"AZO",321,14055,2019,8
"AZO",346,13618,2019,9
"AZO",370,14831,2019,10
"AZO",333,13353,2019,11
"AZO",340,14383,2019,12
"BAB",1,22,2018,4
"BAD",1,0,2018,10
"BAD",1,75,2019,9
"BAD",1,0,2019,11
"BAF",1,30,2018,1
"BAF",1,2,2018,3
"BAF",1,1,2018,8
"BAF",1,148,2018,9
"BAF",1,144,2018,10
"BAF",3,278,2018,11
"BAF",1,44,2019,4
"BAF",1,1,2019,8
"BAF",1,140,2019,9
"BBC",5,4,2018,10
"BBD",1,0,2018,10
"BBD",1,0,2019,2
"BBX",3,6,2018,1
"BBX",1,8,2018,2
"BBX",1,1,2018,3
"BBX",1,2,2018,8
"BBX",2,6,2018,9
"BBX",3,10,2018,10
"BBX",2,7,2019,6
"BBX",1,2,2019,7
"BBX",1,5,2019,11
"BCB",1,2,2018,2
"BCE",1,2,2018,5
"BCE",3,0,2018,9
"BCE",1,2,2018,10
"BCE",1,3,2019,5
"BCE",1,0,2019,9
"BCE",1,0,2019,10
"BCT",2,11,2018,1
"BCT",7,27,2018,2
"BCT",2,6,2018,3
"BCT",10,53,2018,4
"BCT",1,2,2018,5
"BCT",3,16,2018,6
"BCT",2,3,2018,7
"BCT",1,2,2018,10
"BCT",5,17,2018,11
"BCT",3,23,2018,12
"BCT",8,24,2019,2
"BCT",12,55,2019,3
"BCT",4,2,2019,4
"BCT",1,0,2019,6
"BCT",1,0,2019,11
"BCT",6,31,2019,12
"BDL",2655,229828,2018,1
"BDL",2541,230309,2018,2
"BDL",2762,258418,2018,3
"BDL",2902,279876,2018,4
"BDL",2914,274302,2018,5
"BDL",2801,271635,2018,6
"BDL",2861,297170,2018,7
"BDL",3015,298898,2018,8
"BDL",2674,243646,2018,9
"BDL",2880,290009,2018,10
"BDL",2831,277528,2018,11
"BDL",2878,261778,2018,12
"BDL",2676,235036,2019,1
"BDL",2483,232426,2019,2
"BDL",2972,278457,2019,3
"BDL",3004,294896,2019,4
"BDL",2971,289744,2019,5
"BDL",2767,280922,2019,6
"BDL",2775,291281,2019,7
"BDL",2827,285754,2019,8
"BDL",2635,251285,2019,9
"BDL",2780,285056,2019,10
"BDL",2787,263497,2019,11
"BDL",2813,277667,2019,12
"BDR",2,7,2018,1
"BDR",1,2,2018,2
"BDR",3,2,2018,3
"BDR",2,6,2018,5
"BDR",1,5,2018,6
"BDR",2,2,2018,7
"BDR",4,19,2018,8
"BDR",1,4,2018,9
"BDR",1,2,2018,10
"BDR",1,2,2018,11
"BDR",2,5,2019,4
"BDR",1,1,2019,5
"BDR",1,5,2019,6
"BDR",2,7,2019,7
"BDR",1,9,2019,8
"BDR",3,8,2019,9
"BDR",1,1,2019,10
"BDR",1,2,2019,12
"BED",34,593,2018,1
"BED",30,471,2018,2
"BED",31,925,2018,3
"BED",22,372,2018,4
"BED",19,250,2018,5
"BED",20,66,2018,6
"BED",13,39,2018,7
"BED",16,42,2018,8
"BED",25,459,2018,9
"BED",26,726,2018,10
"BED",42,1367,2018,11
"BED",19,530,2018,12
"BED",37,1942,2019,1
"BED",22,403,2019,2
"BED",25,394,2019,3
"BED",23,346,2019,4
"BED",26,353,2019,5
"BED",27,280,2019,6
"BED",23,217,2019,7
"BED",22,56,2019,8
"BED",30,853,2019,9
"BED",34,1028,2019,10
"BED",33,1078,2019,11
"BED",35,603,2019,12
"BEH",1,11,2018,5
"BET",2765,11630,2018,1
"BET",2065,9287,2018,2
"BET",2588,12967,2018,3
"BET",3148,13451,2018,4
"BET",3317,15340,2018,5
"BET",3083,13480,2018,6
"BET",3619,13776,2018,7
"BET",3570,15400,2018,8
"BET",3473,13164,2018,9
"BET",3901,16625,2018,10
"BET",2233,11873,2018,11
"BET",3054,13331,2018,12
"BET",2245,9680,2019,1
"BET",1962,9098,2019,2
"BET",3473,14200,2019,3
"BET",3785,15503,2019,4
"BET",3486,15549,2019,5
"BET",2557,12581,2019,6
"BET",3310,13545,2019,7
"BET",3581,15227,2019,8
"BET",3591,13680,2019,9
"BET",3634,15573,2019,10
"BET",2661,12559,2019,11
"BET",2952,13925,2019,12
"BFB",1,2,2018,1
"BFB",1,1,2018,3
"BFB",1,2,2018,12
"BFB",1,1,2019,4
"BFB",2,3,2019,5
"BFB",1,0,2019,9
"BFD",82,207,2018,1
"BFD",79,295,2018,2
"BFD",84,285,2018,3
"BFD",99,328,2018,4
"BFD",103,307,2018,5
"BFD",102,269,2018,6
"BFD",107,405,2018,7
"BFD",106,429,2018,8
"BFD",97,380,2018,9
"BFD",104,401,2018,10
"BFD",87,334,2018,11
"BFD",100,323,2018,12
"BFD",87,217,2019,1
"BFD",80,213,2019,2
"BFD",103,325,2019,3
"BFD",102,303,2019,4
"BFD",107,304,2019,5
"BFD",101,332,2019,6
"BFD",108,463,2019,7
"BFD",107,458,2019,8
"BFD",103,454,2019,9
"BFD",103,466,2019,10
"BFD",93,372,2019,11
"BFD",94,384,2019,12
"BFF",30,160,2018,1
"BFF",66,607,2018,2
"BFF",79,1002,2018,3
"BFF",77,1429,2018,4
"BFF",83,1860,2018,5
"BFF",81,1993,2018,6
"BFF",77,1861,2018,7
"BFF",92,2239,2018,8
"BFF",70,1202,2018,9
"BFF",76,1374,2018,10
"BFF",82,1694,2018,11
"BFF",84,1520,2018,12
"BFF",75,1274,2019,1
"BFF",67,1492,2019,2
"BFF",65,1207,2019,3
"BFF",73,1385,2019,4
"BFF",86,2140,2019,5
"BFF",90,4078,2019,6
"BFF",96,3819,2019,7
"BFF",85,2292,2019,8
"BFF",74,1830,2019,9
"BFF",77,1764,2019,10
"BFF",70,1401,2019,11
"BFF",72,1738,2019,12
"BFI",259,632,2018,1
"BFI",258,620,2018,2
"BFI",279,1199,2018,3
"BFI",274,846,2018,4
"BFI",353,1272,2018,5
"BFI",390,1513,2018,6
"BFI",484,1943,2018,7
"BFI",756,2269,2018,8
"BFI",469,1603,2018,9
"BFI",476,1228,2018,10
"BFI",419,1500,2018,11
"BFI",560,947,2018,12
"BFI",252,482,2019,1
"BFI",446,381,2019,2
"BFI",250,1093,2019,3
"BFI",845,1144,2019,4
"BFI",905,1384,2019,5
"BFI",975,1529,2019,6
"BFI",542,2080,2019,7
"BFI",819,2285,2019,8
"BFI",808,1448,2019,9
"BFI",425,1382,2019,10
"BFI",571,1368,2019,11
"BFI",424,1011,2019,12
"BFK",1,0,2018,9
"BFK",1,2,2019,3
"BFL",227,7177,2018,1
"BFL",209,7234,2018,2
"BFL",247,8472,2018,3
"BFL",258,8742,2018,4
"BFL",269,9575,2018,5
"BFL",263,9794,2018,6
"BFL",266,9001,2018,7
"BFL",271,8969,2018,8
"BFL",250,8799,2018,9
"BFL",273,9469,2018,10
"BFL",244,9649,2018,11
"BFL",225,8652,2018,12
"BFL",224,8331,2019,1
"BFL",196,7760,2019,2
"BFL",257,10375,2019,3
"BFL",256,10713,2019,4
"BFL",261,10950,2019,5
"BFL",246,11422,2019,6
"BFL",254,11499,2019,7
"BFL",262,11456,2019,8
"BFL",248,11036,2019,9
"BFL",269,12341,2019,10
"BFL",248,11459,2019,11
"BFL",274,12554,2019,12
"BFM",38,0,2018,1
"BFM",45,3,2018,2
"BFM",48,0,2018,3
"BFM",40,0,2018,4
"BFM",47,108,2018,5
"BFM",45,0,2018,6
"BFM",39,0,2018,7
"BFM",47,0,2018,8
"BFM",44,449,2018,9
"BFM",48,151,2018,10
"BFM",42,132,2018,11
"BFM",43,190,2018,12
"BFM",47,54,2019,1
"BFM",43,2,2019,2
"BFM",47,3,2019,3
"BFM",42,0,2019,4
"BFM",67,2596,2019,5
"BFM",65,3031,2019,6
"BFM",66,3728,2019,7
"BFM",69,3254,2019,8
"BFM",60,2475,2019,9
"BFM",71,3409,2019,10
"BFM",63,2429,2019,11
"BFM",56,1850,2019,12
"BFP",1,2,2018,2
"BFT",1,4,2018,11
"BFT",1,6,2019,2
"BFT",1,5,2019,4
"BGD",2,11,2019,1
"BGD",1,7,2019,5
"BGD",1,2,2019,9
"BGD",1,4,2019,12
"BGE",1,2,2018,12
"BGM",56,2053,2018,1
"BGM",51,1907,2018,2
"BGM",81,2818,2018,3
"BGM",86,3061,2018,4
"BGM",91,3693,2018,5
"BGM",78,3109,2018,6
"BGM",71,2975,2018,7
"BGM",87,3628,2018,8
"BGM",85,3404,2018,9
"BGM",90,3813,2018,10
"BGM",81,3305,2018,11
"BGM",67,2660,2018,12
"BGM",56,2030,2019,1
"BGM",52,1855,2019,2
"BGM",88,2929,2019,3
"BGM",87,3440,2019,4
"BGM",89,3787,2019,5
"BGM",85,3527,2019,6
"BGM",68,3029,2019,7
"BGM",89,3959,2019,8
"BGM",87,3604,2019,9
"BGM",89,3750,2019,10
"BGM",83,3098,2019,11
"BGM",80,3112,2019,12
"BGR",385,16662,2018,1
"BGR",372,19387,2018,2
"BGR",363,21287,2018,3
"BGR",420,22558,2018,4
"BGR",458,22592,2018,5
"BGR",599,31820,2018,6
"BGR",638,37452,2018,7
"BGR",642,38521,2018,8
"BGR",615,32149,2018,9
"BGR",584,31343,2018,10
"BGR",399,19562,2018,11
"BGR",373,16323,2018,12
"BGR",332,14057,2019,1
"BGR",340,17209,2019,2
"BGR",418,22952,2019,3
"BGR",400,22352,2019,4
"BGR",469,21863,2019,5
"BGR",598,29934,2019,6
"BGR",662,40567,2019,7
"BGR",675,39995,2019,8
"BGR",617,32522,2019,9
"BGR",622,33168,2019,10
"BGR",456,20101,2019,11
"BGR",393,18619,2019,12
"BHB",82,274,2018,1
"BHB",77,279,2018,2
"BHB",81,368,2018,3
"BHB",85,392,2018,4
"BHB",89,457,2018,5
"BHB",31,229,2018,6
"BHB",96,1477,2018,7
"BHB",96,1792,2018,8
"BHB",95,872,2018,9
"BHB",92,641,2018,10
"BHB",88,418,2018,11
"BHB",86,392,2018,12
"BHB",87,342,2019,1
"BHB",78,347,2019,2
"BHB",92,398,2019,3
"BHB",84,448,2019,4
"BHB",96,586,2019,5
"BHB",92,1084,2019,6
"BHB",98,1799,2019,7
"BHB",98,2055,2019,8
"BHB",93,756,2019,9
"BHB",90,655,2019,10
"BHB",91,414,2019,11
"BHB",77,396,2019,12
"BHM",1535,96011,2018,1
"BHM",1415,97456,2018,2
"BHM",1695,120970,2018,3
"BHM",1720,123250,2018,4
"BHM",1832,141257,2018,5
"BHM",1849,140621,2018,6
"BHM",1882,133134,2018,7
"BHM",1862,127185,2018,8
"BHM",1732,119934,2018,9
"BHM",1826,138340,2018,10
"BHM",1763,135950,2018,11
"BHM",1740,127995,2018,12
"BHM",1690,109345,2019,1
"BHM",1541,107357,2019,2
"BHM",1810,135066,2019,3
"BHM",1777,128345,2019,4
"BHM",1833,145563,2019,5
"BHM",1814,142384,2019,6
"BHM",1851,137835,2019,7
"BHM",1847,128038,2019,8
"BHM",1761,124209,2019,9
"BHM",1864,141134,2019,10
"BHM",1767,129597,2019,11
"BHM",1733,131815,2019,12
"BID",151,563,2018,1
"BID",136,470,2018,2
"BID",169,623,2018,3
"BID",227,988,2018,4
"BID",316,1008,2018,5
"BID",366,1371,2018,6
"BID",680,3273,2018,7
"BID",650,3095,2018,8
"BID",478,2220,2018,9
"BID",332,1263,2018,10
"BID",281,1059,2018,11
"BID",226,870,2018,12
"BID",203,795,2019,1
"BID",185,697,2019,2
"BID",226,875,2019,3
"BID",214,867,2019,4
"BID",399,1532,2019,5
"BID",390,1504,2019,6
"BID",655,2955,2019,7
"BID",615,2798,2019,8
"BID",521,2066,2019,9
"BID",307,1221,2019,10
"BID",257,927,2019,11
"BID",174,653,2019,12
"BIF",3,3,2018,3
"BIF",3,130,2018,4
"BIF",18,1651,2018,8
"BIF",6,525,2018,9
"BIF",2,0,2018,10
"BIF",5,540,2018,11
"BIF",1,0,2018,12
"BIF",1,0,2019,1
"BIF",7,278,2019,3
"BIF",5,403,2019,4
"BIF",2,160,2019,5
"BIF",1,114,2019,6
"BIF",1,0,2019,7
"BIF",2,77,2019,8
"BIF",3,0,2019,9
"BIF",3,210,2019,11
"BIF",7,564,2019,12
"BIG",2,1,2018,8
"BIH",20,0,2018,1
"BIH",19,0,2018,2
"BIH",20,0,2018,3
"BIH",20,0,2018,4
"BIH",21,0,2018,5
"BIH",21,0,2018,6
"BIH",21,0,2018,7
"BIH",22,0,2018,8
"BIH",19,0,2018,9
"BIH",23,0,2018,10
"BIH",21,0,2018,11
"BIH",19,0,2018,12
"BIH",19,0,2019,1
"BIH",17,2,2019,2
"BIH",19,0,2019,3
"BIH",22,0,2019,4
"BIH",22,0,2019,5
"BIH",20,0,2019,6
"BIH",22,0,2019,7
"BIH",23,1,2019,8
"BIH",21,1,2019,9
"BIH",23,0,2019,10
"BIH",17,0,2019,11
"BIH",20,0,2019,12
"BIL",894,29885,2018,1
"BIL",826,29950,2018,2
"BIL",915,34461,2018,3
"BIL",902,32441,2018,4
"BIL",929,37192,2018,5
"BIL",936,41161,2018,6
"BIL",1025,46668,2018,7
"BIL",996,44144,2018,8
"BIL",857,36813,2018,9
"BIL",925,37404,2018,10
"BIL",875,35034,2018,11
"BIL",934,36839,2018,12
"BIL",913,32031,2019,1
"BIL",751,30474,2019,2
"BIL",916,35388,2019,3
"BIL",903,34210,2019,4
"BIL",942,38611,2019,5
"BIL",1038,43557,2019,6
"BIL",1111,49307,2019,7
"BIL",1053,45494,2019,8
"BIL",905,39860,2019,9
"BIL",941,38641,2019,10
"BIL",868,35129,2019,11
"BIL",988,42643,2019,12
"BIS",364,21588,2018,1
"BIS",338,20961,2018,2
"BIS",398,22621,2018,3
"BIS",433,22799,2018,4
"BIS",452,23385,2018,5
"BIS",482,24983,2018,6
"BIS",491,26052,2018,7
"BIS",510,24455,2018,8
"BIS",457,22552,2018,9
"BIS",479,25203,2018,10
"BIS",432,24526,2018,11
"BIS",449,26949,2018,12
"BIS",421,22648,2019,1
"BIS",402,24015,2019,2
"BIS",501,28186,2019,3
"BIS",485,24977,2019,4
"BIS",477,26099,2019,5
"BIS",484,26931,2019,6
"BIS",493,29019,2019,7
"BIS",496,25883,2019,8
"BIS",475,24199,2019,9
"BIS",488,26972,2019,10
"BIS",455,24183,2019,11
"BIS",483,29285,2019,12
"BJC",2,55,2018,1
"BJC",1,1,2018,3
"BJC",1,0,2018,4
"BJC",2,151,2018,10
"BJC",6,328,2018,11
"BJC",88,59,2019,2
"BJC",1,1,2019,3
"BJC",1,10,2019,4
"BJC",1,1,2019,5
"BJC",1,0,2019,6
"BJC",2,0,2019,7
"BJC",1,4,2019,9
"BJC",2,12,2019,10
"BJC",3,153,2019,11
"BJC",1,1,2019,12
"BJI",103,2806,2018,1
"BJI",95,2420,2018,2
"BJI",104,2389,2018,3
"BJI",101,2383,2018,4
"BJI",104,2429,2018,5
"BJI",101,2193,2018,6
"BJI",110,3097,2018,7
"BJI",113,2844,2018,8
"BJI",99,2375,2018,9
"BJI",108,2291,2018,10
"BJI",99,2377,2018,11
"BJI",99,2564,2018,12
"BJI",100,2265,2019,1
"BJI",93,2541,2019,2
"BJI",103,2497,2019,3
"BJI",97,2155,2019,4
"BJI",104,2572,2019,5
"BJI",99,2553,2019,6
"BJI",110,2965,2019,7
"BJI",112,3013,2019,8
"BJI",99,2438,2019,9
"BJI",106,2631,2019,10
"BJI",96,2409,2019,11
"BJI",101,2466,2019,12
"BKC",151,505,2018,1
"BKC",110,384,2018,2
"BKC",169,561,2018,3
"BKC",142,463,2018,4
"BKC",148,412,2018,5
