"origin","total_departures","total_departing_passengers","year","month"
"PSM",38,5457,2018,3
"PSM",41,5165,2018,4
"PSM",27,2365,2018,5
"PSM",27,3117,2018,6
"PSM",34,4301,2018,7
"PSM",30,4466,2018,8
"PSM",15,1544,2018,9
"PSM",23,3052,2018,10
"PSM",25,3241,2018,11
"PSM",35,4869,2018,12
"PSM",33,4355,2019,1
"PSM",44,7264,2019,2
"PSM",62,8796,2019,3
"PSM",66,9022,2019,4
"PSM",33,4275,2019,5
"PSM",50,6636,2019,6
"PSM",45,5673,2019,7
"PSM",36,4771,2019,8
"PSM",11,1361,2019,9
"PSM",23,2845,2019,10
"PSM",32,3122,2019,11
"PSM",34,3797,2019,12
"PSP",1084,93409,2018,1
"PSP",1071,104315,2018,2
"PSP",1325,133968,2018,3
"PSP",1180,114115,2018,4
"PSP",856,79392,2018,5
"PSP",578,44127,2018,6
"PSP",572,40339,2018,7
"PSP",583,38070,2018,8
"PSP",624,44909,2018,9
"PSP",869,70660,2018,10
"PSP",1130,95374,2018,11
"PSP",1177,96614,2018,12
"PSP",1353,112429,2019,1
"PSP",1387,122954,2019,2
"PSP",1613,166779,2019,3
"PSP",1463,138591,2019,4
"PSP",995,89783,2019,5
"PSP",676,51043,2019,6
"PSP",652,45845,2019,7
"PSP",644,44017,2019,8
"PSP",677,48264,2019,9
"PSP",940,75080,2019,10
"PSP",1200,93835,2019,11
"PSP",1258,100794,2019,12
"PTA",21,6,2018,1
"PTA",25,16,2018,2
"PTA",17,2,2018,3
"PTA",13,2,2018,4
"PTA",27,10,2018,5
"PTA",29,17,2018,6
"PTA",19,2,2018,7
"PTA",20,5,2018,8
"PTA",20,4,2018,9
"PTA",17,4,2018,10
"PTA",27,30,2018,11
"PTA",13,5,2018,12
"PTA",31,45,2019,1
"PTA",22,46,2019,2
"PTA",21,13,2019,3
"PTA",22,14,2019,4
"PTA",28,14,2019,5
"PTA",22,16,2019,6
"PTA",29,13,2019,7
"PTA",22,7,2019,8
"PTA",26,12,2019,9
"PTA",28,34,2019,10
"PTA",25,28,2019,11
"PTA",18,1,2019,12
"PTD",4,1,2018,1
"PTD",8,11,2018,2
"PTD",7,9,2018,3
"PTD",10,23,2018,4
"PTD",11,11,2018,5
"PTD",9,11,2018,6
"PTD",11,14,2018,7
"PTD",3,1,2018,8
"PTD",9,9,2018,9
"PTD",7,7,2018,10
"PTD",6,9,2018,11
"PTD",3,3,2018,12
"PTD",6,5,2019,1
"PTD",7,9,2019,2
"PTD",7,11,2019,3
"PTD",6,7,2019,4
"PTD",9,10,2019,5
"PTD",9,15,2019,6
"PTD",9,15,2019,7
"PTD",9,19,2019,8
"PTH",24,18,2018,1
"PTH",16,8,2018,2
"PTH",29,32,2018,3
"PTH",35,35,2018,4
"PTH",34,78,2018,5
"PTH",34,35,2018,6
"PTH",32,40,2018,7
"PTH",30,37,2018,8
"PTH",32,62,2018,9
"PTH",34,38,2018,10
"PTH",25,45,2018,11
"PTH",21,18,2018,12
"PTH",32,18,2019,1
"PTH",20,7,2019,2
"PTH",36,47,2019,3
"PTH",36,50,2019,4
"PTH",39,49,2019,5
"PTH",46,78,2019,6
"PTH",42,101,2019,7
"PTH",45,100,2019,8
"PTH",33,68,2019,9
"PTH",39,75,2019,10
"PTH",33,41,2019,11
"PTH",28,29,2019,12
"PTK",42,359,2018,1
"PTK",40,178,2018,2
"PTK",32,175,2018,3
"PTK",27,151,2018,4
"PTK",16,6,2018,5
"PTK",15,48,2018,6
"PTK",11,0,2018,7
"PTK",21,9,2018,8
"PTK",33,2,2018,9
"PTK",30,171,2018,10
"PTK",39,323,2018,11
"PTK",30,229,2018,12
"PTK",20,117,2019,1
"PTK",42,313,2019,2
"PTK",50,379,2019,3
"PTK",17,273,2019,4
"PTK",12,14,2019,5
"PTK",31,25,2019,6
"PTK",11,0,2019,7
"PTK",14,7,2019,8
"PTK",26,0,2019,9
"PTK",20,0,2019,10
"PTK",30,4,2019,11
"PTK",15,0,2019,12
"PTU",25,55,2018,1
"PTU",20,49,2018,2
"PTU",35,57,2018,3
"PTU",36,43,2018,4
"PTU",48,67,2018,5
"PTU",55,41,2018,6
"PTU",70,48,2018,7
"PTU",57,77,2018,8
"PTU",55,83,2018,9
"PTU",61,99,2018,10
"PTU",18,32,2018,11
"PTU",32,50,2018,12
"PTU",21,30,2019,1
"PTU",16,18,2019,2
"PTU",42,80,2019,3
"PTU",72,108,2019,4
"PTU",54,86,2019,5
"PTU",21,34,2019,6
"PTU",34,40,2019,7
"PTU",51,62,2019,8
"PTU",40,48,2019,9
"PTU",46,79,2019,10
"PTU",18,23,2019,11
"PTU",20,38,2019,12
"PTV",1,0,2018,1
"PUB",55,446,2018,1
"PUB",68,767,2018,2
"PUB",80,916,2018,3
"PUB",78,1195,2018,4
"PUB",85,1669,2018,5
"PUB",82,1768,2018,6
"PUB",82,1267,2018,7
"PUB",87,2046,2018,8
"PUB",76,1048,2018,9
"PUB",83,1533,2018,10
"PUB",82,1488,2018,11
"PUB",73,1233,2018,12
"PUB",81,1175,2019,1
"PUB",66,1121,2019,2
"PUB",73,1229,2019,3
"PUB",77,1149,2019,4
"PUB",84,1547,2019,5
"PUB",79,2327,2019,6
"PUB",84,1808,2019,7
"PUB",83,1749,2019,8
"PUB",77,1404,2019,9
"PUB",82,1682,2019,10
"PUB",79,1917,2019,11
"PUB",80,1654,2019,12
"PUL",2,2,2018,3
"PUL",3,0,2018,6
"PUL",5,21,2018,10
"PUL",3,9,2019,5
"PUL",2,0,2019,7
"PUL",3,2,2019,8
"PUL",2,11,2019,9
"PUL",2,7,2019,12
"PUO",1,0,2019,8
"PUW",109,4129,2018,1
"PUW",94,4759,2018,2
"PUW",121,6569,2018,3
"PUW",116,5849,2018,4
"PUW",108,5546,2018,5
"PUW",85,4507,2018,6
"PUW",88,4111,2018,7
"PUW",91,4786,2018,8
"PUW",109,5912,2018,9
"PUW",112,6999,2018,10
"PUW",116,7082,2018,11
"PUW",105,6420,2018,12
"PUW",102,5342,2019,1
"PUW",82,4816,2019,2
"PUW",116,7086,2019,3
"PUW",119,6621,2019,4
"PUW",124,6921,2019,5
"PUW",119,6142,2019,6
"PUW",121,6016,2019,7
"PUW",123,5807,2019,8
"PUW",26,1051,2019,9
"PUW",84,4723,2019,10
"PUW",141,7684,2019,11
"PUW",138,8351,2019,12
"PVC",88,343,2018,1
"PVC",72,245,2018,2
"PVC",83,263,2018,3
"PVC",82,442,2018,4
"PVC",168,742,2018,5
"PVC",234,1164,2018,6
"PVC",330,2000,2018,7
"PVC",345,1966,2018,8
"PVC",238,1360,2018,9
"PVC",191,943,2018,10
"PVC",84,424,2018,11
"PVC",97,371,2018,12
"PVC",80,340,2019,1
"PVC",74,232,2019,2
"PVC",46,143,2019,3
"PVC",34,124,2019,4
"PVC",160,717,2019,5
"PVC",262,1159,2019,6
"PVC",404,2191,2019,7
"PVC",427,2367,2019,8
"PVC",291,1663,2019,9
"PVC",177,777,2019,10
"PVC",108,532,2019,11
"PVC",83,326,2019,12
"PVD",1697,141007,2018,1
"PVD",1619,144597,2018,2
"PVD",1724,161555,2018,3
"PVD",2037,187644,2018,4
"PVD",2054,179839,2018,5
"PVD",2023,176062,2018,6
"PVD",2003,188980,2018,7
"PVD",1911,185057,2018,8
"PVD",1762,156329,2018,9
"PVD",1893,181892,2018,10
"PVD",1772,170728,2018,11
"PVD",1718,150578,2018,12
"PVD",1486,131484,2019,1
"PVD",1388,131729,2019,2
"PVD",1694,162989,2019,3
"PVD",1766,161181,2019,4
"PVD",1884,168091,2019,5
"PVD",1858,164962,2019,6
"PVD",1940,179826,2019,7
"PVD",1922,179379,2019,8
"PVD",1791,160874,2019,9
"PVD",1924,185037,2019,10
"PVD",1770,159464,2019,11
"PVD",1760,163375,2019,12
"PVU",48,5474,2018,1
"PVU",39,5061,2018,2
"PVU",52,7323,2018,3
"PVU",42,5663,2018,4
"PVU",51,7237,2018,5
"PVU",49,6689,2018,6
"PVU",49,7556,2018,7
"PVU",51,7677,2018,8
"PVU",44,6497,2018,9
"PVU",49,7127,2018,10
"PVU",53,7684,2018,11
"PVU",52,7628,2018,12
"PVU",48,6638,2019,1
"PVU",49,7158,2019,2
"PVU",63,9155,2019,3
"PVU",56,8452,2019,4
"PVU",70,10299,2019,5
"PVU",62,9360,2019,6
"PVU",67,10591,2019,7
"PVU",68,10013,2019,8
"PVU",72,9826,2019,9
"PVU",70,10329,2019,10
"PVU",67,9528,2019,11
"PVU",69,9760,2019,12
"PVW",1,0,2018,10
"PVY",1,0,2018,4
"PVY",1,4,2018,5
"PWA",1,1,2019,3
"PWA",1,5,2019,4
"PWA",1,16,2019,10
"PWK",1,0,2018,1
"PWK",4,16,2018,2
"PWK",6,15,2018,3
"PWK",1,0,2018,4
"PWK",3,3,2018,5
"PWK",1,8,2018,6
"PWK",3,8,2018,7
"PWK",8,35,2018,8
"PWK",11,29,2018,9
"PWK",3,6,2018,10
"PWK",5,3,2018,11
"PWK",3,15,2019,2
"PWK",6,27,2019,3
"PWK",5,27,2019,4
"PWK",10,19,2019,5
"PWK",4,14,2019,6
"PWK",2,9,2019,7
"PWK",6,22,2019,8
"PWK",5,5,2019,9
"PWK",3,1,2019,10
"PWK",4,13,2019,11
"PWK",1,4,2019,12
"PWM",963,55626,2018,1
"PWM",911,56615,2018,2
"PWM",1005,61715,2018,3
"PWM",1255,76975,2018,4
"PWM",1379,81160,2018,5
"PWM",1534,97945,2018,6
"PWM",1618,121034,2018,7
"PWM",1695,130006,2018,8
"PWM",1573,109966,2018,9
"PWM",1592,115363,2018,10
"PWM",1316,83287,2018,11
"PWM",1267,73922,2018,12
"PWM",1065,66298,2019,1
"PWM",999,65242,2019,2
"PWM",1160,77484,2019,3
"PWM",1216,77897,2019,4
"PWM",1283,83619,2019,5
"PWM",1423,100035,2019,6
"PWM",1530,119493,2019,7
"PWM",1616,127195,2019,8
"PWM",1524,110848,2019,9
"PWM",1571,109776,2019,10
"PWM",1330,76786,2019,11
"PWM",1237,74496,2019,12
"PWT",1,0,2018,7
"PWT",1,0,2018,8
"PYM",1,3,2018,6
"PYM",2,16,2018,7
"PYM",1,8,2018,8
"PYM",1,5,2018,9
"PYM",1,4,2018,10
"PYM",1,6,2019,5
"PYM",1,3,2019,8
"PYM",1,1,2019,9
"PYM",2,3,2019,10
"QCX",1,9,2018,8
"QMA",1,0,2018,1
"QMA",5,0,2018,2
"QMA",7,0,2018,3
"QMA",5,0,2018,4
"QMA",9,11,2018,5
"QMA",4,2,2018,6
"QMA",4,0,2018,8
"QMA",6,0,2018,9
"QMA",1,0,2018,11
"QMA",3,0,2018,12
"QMA",2,10,2019,2
"QMA",1,30,2019,3
"QMA",3,21,2019,4
"QMA",2,21,2019,5
"QMA",2,2,2019,6
"QMA",6,9,2019,9
"QMA",1,0,2019,11
"QMA",1,0,2019,12
"QMN",22,81,2019,10
"QNY",1,0,2019,6
"QNY",2,0,2019,7
"QQB",1,0,2018,3
"QQB",1,1,2018,6
"QQB",1,0,2018,7
"QQB",1,0,2019,6
"QQB",1,0,2019,7
"QQB",3,10,2019,8
"QQB",1,0,2019,9
"QQB",1,0,2019,10
"QQN",6,0,2018,1
"QQN",5,0,2019,1
"QQT",1,1,2018,5
"QQY",1,0,2018,3
"QQY",1,0,2018,4
"QQY",1,0,2018,5
"QQY",1,0,2018,8
"QQY",1,0,2018,11
"RAC",1,0,2018,8
"RAC",1,0,2018,9
"RAP",356,16420,2018,1
"RAP",318,15670,2018,2
"RAP",403,18613,2018,3
"RAP",420,18849,2018,4
"RAP",502,24994,2018,5
"RAP",650,32016,2018,6
"RAP",725,37633,2018,7
"RAP",693,35944,2018,8
"RAP",604,32332,2018,9
"RAP",546,29048,2018,10
"RAP",430,23235,2018,11
"RAP",425,21145,2018,12
"RAP",378,19304,2019,1
"RAP",333,17495,2019,2
"RAP",386,20126,2019,3
"RAP",416,20811,2019,4
"RAP",535,28032,2019,5
"RAP",746,37874,2019,6
"RAP",826,43259,2019,7
"RAP",785,41069,2019,8
"RAP",676,37732,2019,9
"RAP",615,30569,2019,10
"RAP",448,21670,2019,11
"RAP",509,27099,2019,12
"RBD",1,5,2018,3
"RBD",1,5,2019,7
"RBD",3,0,2019,9
"RBG",49,0,2018,1
"RBG",30,0,2018,2
"RBG",36,0,2018,3
"RBG",50,0,2018,4
"RBG",50,0,2018,5
"RBG",52,0,2018,6
"RBG",50,0,2018,7
"RBG",54,0,2018,8
"RBG",48,0,2018,9
"RBG",27,0,2018,10
"RBG",48,0,2018,11
"RBG",50,0,2018,12
"RBG",44,0,2019,1
"RBG",38,0,2019,2
"RBG",48,0,2019,3
"RBG",54,0,2019,4
"RBG",52,0,2019,5
"RBG",50,0,2019,6
"RBG",52,0,2019,7
"RBG",56,0,2019,8
"RBG",50,0,2019,9
"RBG",54,0,2019,10
"RBG",46,0,2019,11
"RBG",50,0,2019,12
"RBH",2,2,2018,5
"RBH",201,887,2018,6
"RBH",859,4478,2018,7
"RBH",256,1281,2018,8
"RBH",185,1092,2018,9
"RBH",206,813,2019,6
"RBH",790,3784,2019,7
"RBH",222,1205,2019,8
"RBH",132,866,2019,9
"RBN",71,549,2018,1
"RBN",165,1254,2018,2
"RBN",204,1554,2018,3
"RBN",197,1594,2018,4
"RBN",117,928,2018,5
"RBN",186,1483,2018,6
"RBN",231,1838,2018,7
"RBN",133,1079,2018,8
"RBN",75,590,2018,9
"RBN",116,890,2018,10
"RBN",118,897,2018,11
"RBN",147,1111,2018,12
"RBN",142,1131,2019,1
"RBN",204,1634,2019,2
"RBN",226,1727,2019,3
"RBN",195,1453,2019,4
"RBN",213,1731,2019,5
"RBN",228,1786,2019,7
"RBN",123,1024,2019,8
"RBN",55,493,2019,9
"RBN",119,1022,2019,10
"RBN",155,1197,2019,11
"RBN",127,1076,2019,12
"RBW",1,9,2018,4
"RBW",1,2,2018,5
"RBW",1,5,2018,10
"RBW",1,2,2019,2
"RBY",63,246,2018,1
"RBY",52,211,2018,2
"RBY",64,238,2018,3
"RBY",71,271,2018,4
"RBY",66,257,2018,5
"RBY",66,271,2018,6
"RBY",70,257,2018,7
"RBY",90,425,2018,8
"RBY",62,285,2018,9
"RBY",67,307,2018,10
"RBY",63,316,2018,11
"RBY",62,250,2018,12
"RBY",62,228,2019,1
"RBY",57,248,2019,2
"RBY",65,245,2019,3
"RBY",80,330,2019,4
"RBY",81,361,2019,5
"RBY",84,349,2019,6
"RBY",85,343,2019,7
"RBY",72,298,2019,8
"RBY",71,316,2019,9
"RBY",71,332,2019,10
"RBY",59,221,2019,11
"RBY",63,249,2019,12
"RCA",1,0,2018,3
"RCA",1,0,2018,8
"RCE",3,14,2018,1
"RCE",1,0,2018,3
"RCE",2,9,2018,4
"RCE",11,31,2018,5
"RCE",5,5,2018,6
"RCE",18,73,2018,7
"RCE",14,47,2018,8
"RCE",10,45,2018,9
"RCE",1,0,2018,11
"RCE",1,0,2019,1
"RCE",2,3,2019,4
"RCE",5,20,2019,5
"RCE",11,65,2019,6
"RCE",13,20,2019,7
"RCE",13,41,2019,8
"RCE",1,4,2019,9
"RCE",1,0,2019,11
"RDB",54,757,2018,1
"RDB",35,761,2018,2
"RDB",60,986,2018,3
"RDB",66,1107,2018,4
"RDB",91,1067,2018,5
"RDB",70,920,2018,6
"RDB",87,1216,2018,7
"RDB",93,1369,2018,8
"RDB",102,1272,2018,9
"RDB",84,1282,2018,10
"RDB",70,1201,2018,11
"RDB",55,1061,2018,12
"RDB",72,1055,2019,1
"RDB",48,950,2019,2
"RDB",64,1028,2019,3
"RDB",80,1181,2019,4
"RDB",78,1198,2019,5
"RDB",95,1385,2019,6
"RDB",84,1392,2019,7
"RDB",90,1563,2019,8
"RDB",84,1445,2019,9
"RDB",80,1472,2019,10
"RDB",82,1314,2019,11
"RDB",75,1299,2019,12
"RDD",129,2922,2018,1
"RDD",120,2706,2018,2
"RDD",130,3025,2018,3
"RDD",133,3394,2018,4
"RDD",134,3499,2018,5
"RDD",158,4210,2018,6
"RDD",129,3763,2018,7
"RDD",133,3438,2018,8
"RDD",126,3399,2018,9
"RDD",175,4104,2018,10
"RDD",163,4070,2018,11
"RDD",167,4022,2018,12
"RDD",142,2817,2019,1
"RDD",111,2338,2019,2
"RDD",165,3945,2019,3
"RDD",172,4071,2019,4
"RDD",170,4586,2019,5
"RDD",169,4881,2019,6
"RDD",177,5374,2019,7
"RDD",179,5140,2019,8
"RDD",165,4565,2019,9
"RDD",183,5148,2019,10
"RDD",167,4559,2019,11
"RDD",176,4567,2019,12
"RDG",1,109,2018,3
"RDG",3,389,2018,4
"RDG",1,140,2018,5
"RDG",2,144,2018,6
"RDG",2,269,2018,9
"RDG",3,386,2018,10
"RDG",1,143,2018,11
"RDG",1,0,2018,12
"RDG",1,142,2019,2
"RDG",2,187,2019,3
"RDG",1,68,2019,4
"RDG",2,250,2019,5
"RDG",2,173,2019,6
"RDG",1,135,2019,9
"RDG",2,227,2019,10
"RDG",2,141,2019,11
"RDG",1,140,2019,12
"RDM",658,30253,2018,1
"RDM",572,28694,2018,2
"RDM",703,32301,2018,3
"RDM",716,32444,2018,4
"RDM",770,33774,2018,5
"RDM",814,38484,2018,6
"RDM",844,44606,2018,7
"RDM",839,43943,2018,8
"RDM",758,37601,2018,9
"RDM",751,37473,2018,10
"RDM",748,35531,2018,11
"RDM",754,36034,2018,12
"RDM",762,33990,2019,1
"RDM",624,29580,2019,2
"RDM",793,38237,2019,3
"RDM",773,34564,2019,4
"RDM",814,37083,2019,5
"RDM",886,43563,2019,6
"RDM",923,49486,2019,7
"RDM",954,49545,2019,8
"RDM",836,43269,2019,9
"RDM",889,43872,2019,10
"RDM",768,38709,2019,11
"RDM",753,41127,2019,12
"RDU",4942,388823,2018,1
"RDU",4760,389062,2018,2
"RDU",5399,493302,2018,3
"RDU",5745,517178,2018,4
"RDU",5999,562910,2018,5
"RDU",5898,583074,2018,6
"RDU",5846,568722,2018,7
"RDU",5968,556717,2018,8
"RDU",5355,439344,2018,9
"RDU",6025,555098,2018,10
"RDU",5716,548122,2018,11
"RDU",5573,532134,2018,12
"RDU",5337,428601,2019,1
"RDU",4912,419327,2019,2
"RDU",5846,524077,2019,3
"RDU",5769,539848,2019,4
"RDU",6398,626565,2019,5
"RDU",6266,645546,2019,6
"RDU",6309,646590,2019,7
"RDU",6393,623334,2019,8
"RDU",5960,543991,2019,9
"RDU",6243,605374,2019,10
"RDU",6007,567759,2019,11
"RDU",6061,608909,2019,12
"RDV",15,8,2018,1
"RDV",8,8,2018,2
"RDV",14,3,2018,3
"RDV",14,3,2018,4
"RDV",22,10,2018,5
"RDV",23,12,2018,6
"RDV",18,6,2018,7
"RDV",17,18,2018,8
"RDV",15,0,2018,9
"RDV",18,9,2018,10
"RDV",11,7,2018,11
"RDV",14,30,2018,12
"RDV",15,10,2019,1
"RDV",12,9,2019,2
"RDV",18,18,2019,3
"RDV",25,24,2019,4
"RDV",27,17,2019,5
"RDV",26,27,2019,6
"RDV",30,31,2019,7
"RDV",25,31,2019,8
"RDV",30,17,2019,9
"RDV",26,23,2019,10
"RDV",12,7,2019,11
"RDV",15,2,2019,12
"RFD",635,7828,2018,1
"RFD",592,8803,2018,2
"RFD",717,13981,2018,3
"RFD",693,8657,2018,4
"RFD",746,9368,2018,5
"RFD",706,10759,2018,6
"RFD",678,10946,2018,7
"RFD",758,10276,2018,8
"RFD",653,7650,2018,9
"RFD",728,9579,2018,10
"RFD",731,7933,2018,11
"RFD",924,8552,2018,12
"RFD",626,8409,2019,1
"RFD",605,7732,2019,2
"RFD",664,14489,2019,3
"RFD",661,9062,2019,4
"RFD",778,9759,2019,5
"RFD",757,13732,2019,6
"RFD",815,14224,2019,7
"RFD",807,8935,2019,8
"RFD",732,7254,2019,9
"RFD",901,10772,2019,10
"RFD",831,9187,2019,11
"RFD",1038,9981,2019,12
"RHI",98,1810,2018,1
"RHI",90,1753,2018,2
"RHI",103,1673,2018,3
"RHI",95,1630,2018,4
"RHI",99,1837,2018,5
"RHI",99,2088,2018,6
"RHI",95,2742,2018,7
"RHI",97,2862,2018,8
"RHI",96,2309,2018,9
"RHI",102,2165,2018,10
"RHI",92,1681,2018,11
"RHI",93,1745,2018,12
"RHI",91,1890,2019,1
"RHI",72,1536,2019,2
"RHI",96,2028,2019,3
"RHI",95,1485,2019,4
"RHI",99,1692,2019,5
"RHI",107,2536,2019,6
"RHI",124,3939,2019,7
"RHI",126,3905,2019,8
"RHI",87,2405,2019,9
"RHI",93,2316,2019,10
"RHI",87,1602,2019,11
"RHI",85,1895,2019,12
"RIC",2246,129001,2018,1
"RIC",2101,127123,2018,2
"RIC",2443,163093,2018,3
"RIC",2443,168732,2018,4
"RIC",2557,182262,2018,5
"RIC",2611,189650,2018,6
"RIC",2663,188274,2018,7
"RIC",2722,193359,2018,8
"RIC",2583,161919,2018,9
"RIC",2740,193991,2018,10
"RIC",2586,187888,2018,11
"RIC",2461,174267,2018,12
"RIC",2394,146050,2019,1
"RIC",2229,144702,2019,2
"RIC",2605,185186,2019,3
"RIC",2624,183142,2019,4
"RIC",2709,197849,2019,5
"RIC",2605,194468,2019,6
"RIC",2604,195220,2019,7
"RIC",2690,197906,2019,8
"RIC",2489,175176,2019,9
"RIC",2669,196247,2019,10
"RIC",2603,186420,2019,11
"RIC",2637,196822,2019,12
"RIL",5,16,2018,1
"RIL",6,40,2018,2
"RIL",7,13,2018,3
"RIL",4,20,2018,4
"RIL",2,6,2018,5
"RIL",3,10,2018,7
"RIL",1,0,2018,8
"RIL",4,17,2018,9
"RIL",9,45,2019,1
"RIL",9,34,2019,2
"RIL",6,24,2019,3
"RIL",1,5,2019,5
"RIL",3,17,2019,8
"RIL",2,6,2019,10
"RIL",1,0,2019,11
"RIL",4,9,2019,12
"RIV",9,743,2018,2
"RIV",6,635,2018,3
"RIV",3,139,2018,4
"RIV",4,497,2018,5
"RIV",3,59,2018,6
"RIV",1,0,2018,7
"RIV",20,929,2018,8
"RIV",23,2512,2018,9
"RIV",86,557,2018,11
"RIV",117,122,2018,12
"RIV",94,0,2019,1
"RIV",103,2079,2019,2
"RIV",101,219,2019,3
"RIV",99,1143,2019,4
"RIV",96,606,2019,5
"RIV",91,0,2019,6
"RIV",94,625,2019,7
"RIV",98,176,2019,8
"RIV",91,90,2019,9
"RIV",92,0,2019,10
"RIV",104,1341,2019,11
"RIV",121,123,2019,12
"RIW",85,1546,2018,1
"RIW",76,1517,2018,2
"RIW",84,1686,2018,3
"RIW",81,1498,2018,4
"RIW",85,1677,2018,5
"RIW",91,1841,2018,6
"RIW",84,1290,2018,7
"RIW",84,1379,2018,8
"RIW",80,1314,2018,9
"RIW",85,1382,2018,10
"RIW",76,1327,2018,11
"RIW",82,1455,2018,12
"RIW",84,1388,2019,1
"RIW",76,1452,2019,2
"RIW",83,1574,2019,3
"RIW",82,1495,2019,4
"RIW",103,1779,2019,5
"RIW",97,1762,2019,6
"RIW",99,1831,2019,7
"RIW",102,1998,2019,8
"RIW",98,1843,2019,9
"RIW",102,1993,2019,10
"RIW",46,865,2019,11
"RIW",48,1013,2019,12
"RKD",78,283,2018,1
"RKD",69,248,2018,2
"RKD",83,342,2018,3
"RKD",81,422,2018,4
"RKD",102,528,2018,5
"RKD",125,737,2018,6
"RKD",174,1005,2018,7
"RKD",183,1135,2018,8
"RKD",128,799,2018,9
"RKD",104,582,2018,10
"RKD",86,404,2018,11
"RKD",88,352,2018,12
"RKD",83,338,2019,1
"RKD",76,265,2019,2
"RKD",86,371,2019,3
"RKD",83,348,2019,4
"RKD",102,456,2019,5
"RKD",123,626,2019,6
"RKD",183,1052,2019,7
"RKD",187,1159,2019,8
"RKD",124,775,2019,9
"RKD",105,606,2019,10
"RKD",86,410,2019,11
"RKD",82,367,2019,12
"RKH",1,3,2018,6
"RKH",1,2,2018,11
"RKS",84,1655,2018,1
"RKS",77,1336,2018,2
"RKS",86,1653,2018,3
"RKS",79,1581,2018,4
"RKS",82,2176,2018,5
"RKS",82,2014,2018,6
"RKS",76,2136,2018,7
"RKS",85,2203,2018,8
"RKS",79,1915,2018,9
"RKS",85,2033,2018,10
"RKS",87,2164,2018,11
"RKS",87,2268,2018,12
"RKS",86,1815,2019,1
"RKS",79,1703,2019,2
"RKS",86,2067,2019,3
"RKS",83,1795,2019,4
"RKS",87,2012,2019,5
"RKS",80,1838,2019,6
"RKS",90,2377,2019,7
"RKS",87,2123,2019,8
"RKS",84,1936,2019,9
"RKS",86,2104,2019,10
"RKS",85,2058,2019,11
"RKS",85,2433,2019,12
"RLU",4,6,2018,1
"RLU",1,0,2018,2
"RLU",1,0,2018,3
"RLU",3,2,2018,4
"RLU",3,5,2018,5
"RLU",18,47,2018,6
"RLU",9,35,2018,7
"RLU",9,36,2018,8
"RLU",1,6,2018,9
"RLU",2,1,2018,11
"RLU",1,2,2018,12
"RLU",1,5,2019,3
"RLU",1,2,2019,4
"RLU",11,27,2019,6
"RLU",17,75,2019,7
"RLU",5,18,2019,8
"RLU",1,0,2019,9
"RLU",3,6,2019,10
"RLU",1,0,2019,12
"RME",1,3,2018,4
"RME",2,5,2018,5
"RME",3,4,2018,6
"RME",1,2,2018,8
"RME",2,55,2018,9
"RME",1,2,2019,3
"RME",2,4,2019,4
"RME",1,4,2019,5
"RME",2,7,2019,9
"RMP",22,39,2018,1
"RMP",18,35,2018,2
"RMP",29,59,2018,3
"RMP",27,62,2018,4
"RMP",28,84,2018,5
"RMP",26,57,2018,6
"RMP",29,72,2018,7
"RMP",20,62,2018,8
"RMP",16,40,2018,9
"RMP",31,62,2018,10
"RMP",25,58,2018,11
"RMP",21,43,2018,12
"RMP",22,45,2019,1
"RMP",23,61,2019,2
"RMP",18,23,2019,3
"RMP",24,51,2019,4
"RMP",22,42,2019,5
"RMP",23,49,2019,6
"RMP",27,42,2019,7
"RMP",25,61,2019,8
"RMP",19,51,2019,9
"RMP",26,65,2019,10
"RMP",19,49,2019,11
"RMP",24,51,2019,12
"RNC",1,0,2019,4
"RNC",1,4,2019,5
"RNH",1,10,2018,2
"RNO",1867,149842,2018,1
"RNO",1693,142153,2018,2
"RNO",2039,175997,2018,3
"RNO",1967,157112,2018,4
"RNO",2100,166613,2018,5
"RNO",2099,187916,2018,6
"RNO",2153,199914,2018,7
"RNO",2160,193724,2018,8
"RNO",1991,184341,2018,9
"RNO",1999,168540,2018,10
"RNO",1981,152511,2018,11
"RNO",2118,159915,2018,12
"RNO",2040,161693,2019,1
"RNO",1794,147688,2019,2
"RNO",2218,189472,2019,3
"RNO",2042,161868,2019,4
"RNO",2182,170615,2019,5
"RNO",2184,190710,2019,6
"RNO",2263,205775,2019,7
"RNO",2355,204667,2019,8
"RNO",2226,196750,2019,9
"RNO",2227,187544,2019,10
"RNO",1962,153537,2019,11
"RNO",2224,181089,2019,12
"RNT",36,111,2018,5
"RNT",78,257,2018,6
"RNT",126,496,2018,7
"RNT",145,566,2018,8
"RNT",76,234,2018,9
"RNT",14,34,2018,10
"RNT",1,0,2019,3
"RNT",47,164,2019,5
"RNT",90,291,2019,6
"RNT",93,450,2019,7
"RNT",148,550,2019,8
"RNT",84,236,2019,9
"RNT",12,27,2019,10
"RNT",2,0,2019,11
"ROA",558,21337,2018,1
"ROA",521,21764,2018,2
"ROA",598,26299,2018,3
"ROA",652,26822,2018,4
"ROA",648,29956,2018,5
"ROA",638,30411,2018,6
"ROA",649,29454,2018,7
"ROA",673,27815,2018,8
"ROA",664,26418,2018,9
"ROA",715,32070,2018,10
"ROA",671,30391,2018,11
"ROA",633,27762,2018,12
"ROA",603,23410,2019,1
"ROA",535,22948,2019,2
"ROA",653,29904,2019,3
"ROA",662,30554,2019,4
